,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
1736,Galápagos,33042,8,0,6,-0.7999999999999999,-89.4,14/03/2021
1737,Guayas,4387434,2099,8,1720,-2.183333,-79.883333,14/03/2021
1738,Imbabura,476257,272,1,20,0.362678,-78.130667,14/03/2021
1739,Loja,521154,319,3,56,-3.983333,-79.2,14/03/2021
1740,Los Ríos,921763,395,1,253,-1.8,-79.533333,14/03/2021
1741,Manabí,1562079,1659,4,1088,-1.056181,-80.455217,14/03/2021
1742,Morona Santiago,196535,47,0,0,-2.3,-78.116667,14/03/2021
1743,Napo,133705,87,1,3,-0.989,-77.8159,14/03/2021
1744,Orellana,161338,61,0,20,-0.466667,-76.966667,14/03/2021
1745,Pastaza,114202,69,0,17,-1.066667,-78.001111,14/03/2021
1746,Pichincha,3228233,2396,0,321,-0.218611,-78.509722,14/03/2021
1747,Santa Elena,401178,410,0,280,-2.2267,-80.8583,14/03/2021
1748,Sto. Domingo Tsáchilas,511151,490,2,124,-0.254167,-79.171944,14/03/2021
1749,Sucumbíos,230503,113,0,3,0.084722,-76.882778,14/03/2021
1750,Tungurahua,590600,433,0,327,-1.241667,-78.619722,14/03/2021
1751,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,14/03/2021
1752,Azuay,881394,321,0,28,-2.897414,-79.004481,15/03/2021
1753,Bolívar,209933,83,0,17,-1.605556,-79.003056,15/03/2021
1754,Carchi,186869,197,0,3,0.81218,-77.71633,15/03/2021
1755,Cañar,281396,113,0,8,-2.733333,-78.833333,15/03/2021
1756,Chimborazo,524004,402,0,129,-1.674347,-78.648294,15/03/2021
1757,Cotopaxi,488716,392,0,88,-0.933333,-78.616667,15/03/2021
1758,El Oro,715751,738,1,218,-3.266667,-79.966667,15/03/2021
1759,Esmeraldas,591083,277,0,59,1.05,-79.2,15/03/2021
1760,Galápagos,33042,8,0,6,-0.7999999999999999,-89.4,15/03/2021
1761,Guayas,4387434,2099,0,1720,-2.183333,-79.883333,15/03/2021
1762,Imbabura,476257,272,0,20,0.362678,-78.130667,15/03/2021
1763,Loja,521154,319,0,56,-3.983333,-79.2,15/03/2021
1764,Los Ríos,921763,395,0,253,-1.8,-79.533333,15/03/2021
1765,Manabí,1562079,1660,1,1088,-1.056181,-80.455217,15/03/2021
1766,Morona Santiago,196535,47,0,0,-2.3,-78.116667,15/03/2021
1767,Napo,133705,87,0,3,-0.989,-77.8159,15/03/2021
1768,Orellana,161338,61,0,20,-0.466667,-76.966667,15/03/2021
1769,Pastaza,114202,69,0,17,-1.066667,-78.001111,15/03/2021
1770,Pichincha,3228233,2396,0,321,-0.218611,-78.509722,15/03/2021
1771,Santa Elena,401178,410,0,280,-2.2267,-80.8583,15/03/2021
1772,Sto. Domingo Tsáchilas,511151,492,2,124,-0.254167,-79.171944,15/03/2021
1773,Sucumbíos,230503,113,0,3,0.084722,-76.882778,15/03/2021
1774,Tungurahua,590600,433,0,327,-1.241667,-78.619722,15/03/2021
1775,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,15/03/2021
1776,Azuay,881394,321,0,28,-2.897414,-79.004481,16/03/2021
1777,Bolívar,209933,84,1,17,-1.605556,-79.003056,16/03/2021
1778,Carchi,186869,198,1,3,0.81218,-77.71633,16/03/2021
1779,Cañar,281396,113,0,8,-2.733333,-78.833333,16/03/2021
1780,Chimborazo,524004,403,1,129,-1.674347,-78.648294,16/03/2021
1781,Cotopaxi,488716,392,0,88,-0.933333,-78.616667,16/03/2021
1782,El Oro,715751,739,1,218,-3.266667,-79.966667,16/03/2021
1783,Esmeraldas,591083,277,0,59,1.05,-79.2,16/03/2021
1784,Galápagos,33042,8,0,6,-0.7999999999999999,-89.4,16/03/2021
1785,Guayas,4387434,2099,0,1720,-2.183333,-79.883333,16/03/2021
1786,Imbabura,476257,274,2,20,0.362678,-78.130667,16/03/2021
1787,Loja,521154,322,3,58,-3.983333,-79.2,16/03/2021
1788,Los Ríos,921763,395,0,253,-1.8,-79.533333,16/03/2021
1789,Manabí,1562079,1661,1,1088,-1.056181,-80.455217,16/03/2021
1790,Morona Santiago,196535,47,0,0,-2.3,-78.116667,16/03/2021
1791,Napo,133705,87,0,3,-0.989,-77.8159,16/03/2021
1792,Orellana,161338,61,0,20,-0.466667,-76.966667,16/03/2021
1793,Pastaza,114202,69,0,17,-1.066667,-78.001111,16/03/2021
1794,Pichincha,3228233,2399,3,321,-0.218611,-78.509722,16/03/2021
1795,Santa Elena,401178,410,0,280,-2.2267,-80.8583,16/03/2021
1796,Sto. Domingo Tsáchilas,511151,493,1,124,-0.254167,-79.171944,16/03/2021
1797,Sucumbíos,230503,115,2,3,0.084722,-76.882778,16/03/2021
1798,Tungurahua,590600,434,1,327,-1.241667,-78.619722,16/03/2021
1799,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,16/03/2021
1800,Azuay,881394,321,0,28,-2.897414,-79.004481,17/03/2021
1801,Bolívar,209933,84,0,17,-1.605556,-79.003056,17/03/2021
1802,Carchi,186869,199,1,3,0.81218,-77.71633,17/03/2021
1803,Cañar,281396,113,0,8,-2.733333,-78.833333,17/03/2021
1804,Chimborazo,524004,403,0,129,-1.674347,-78.648294,17/03/2021
1805,Cotopaxi,488716,393,1,89,-0.933333,-78.616667,17/03/2021
1806,El Oro,715751,749,10,218,-3.266667,-79.966667,17/03/2021
1807,Esmeraldas,591083,277,0,59,1.05,-79.2,17/03/2021
1808,Galápagos,33042,9,1,7,-0.7999999999999999,-89.4,17/03/2021
1809,Guayas,4387434,2101,2,1720,-2.183333,-79.883333,17/03/2021
1810,Imbabura,476257,275,1,20,0.362678,-78.130667,17/03/2021
1811,Loja,521154,324,2,58,-3.983333,-79.2,17/03/2021
1812,Los Ríos,921763,396,1,253,-1.8,-79.533333,17/03/2021
1813,Manabí,1562079,1664,3,1089,-1.056181,-80.455217,17/03/2021
1814,Morona Santiago,196535,47,0,0,-2.3,-78.116667,17/03/2021
1815,Napo,133705,87,0,3,-0.989,-77.8159,17/03/2021
1816,Orellana,161338,61,0,20,-0.466667,-76.966667,17/03/2021
1817,Pastaza,114202,69,0,17,-1.066667,-78.001111,17/03/2021
1818,Pichincha,3228233,2410,11,324,-0.218611,-78.509722,17/03/2021
1819,Santa Elena,401178,410,0,280,-2.2267,-80.8583,17/03/2021
1820,Sto. Domingo Tsáchilas,511151,495,2,124,-0.254167,-79.171944,17/03/2021
1821,Sucumbíos,230503,115,0,3,0.084722,-76.882778,17/03/2021
1822,Tungurahua,590600,434,0,327,-1.241667,-78.619722,17/03/2021
1823,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,17/03/2021
1824,Azuay,881394,322,1,28,-2.897414,-79.004481,18/03/2021
1825,Bolívar,209933,84,0,17,-1.605556,-79.003056,18/03/2021
1826,Carchi,186869,199,0,3,0.81218,-77.71633,18/03/2021
1827,Cañar,281396,113,0,8,-2.733333,-78.833333,18/03/2021
1828,Chimborazo,524004,403,0,129,-1.674347,-78.648294,18/03/2021
1829,Cotopaxi,488716,394,1,89,-0.933333,-78.616667,18/03/2021
1830,El Oro,715751,751,2,218,-3.266667,-79.966667,18/03/2021
1831,Esmeraldas,591083,282,5,59,1.05,-79.2,18/03/2021
1832,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,18/03/2021
1833,Guayas,4387434,2103,2,1720,-2.183333,-79.883333,18/03/2021
1834,Imbabura,476257,275,0,20,0.362678,-78.130667,18/03/2021
1835,Loja,521154,327,3,63,-3.983333,-79.2,18/03/2021
1836,Los Ríos,921763,396,0,253,-1.8,-79.533333,18/03/2021
1837,Manabí,1562079,1668,4,1091,-1.056181,-80.455217,18/03/2021
1838,Morona Santiago,196535,47,0,0,-2.3,-78.116667,18/03/2021
1839,Napo,133705,87,0,3,-0.989,-77.8159,18/03/2021
1840,Orellana,161338,61,0,20,-0.466667,-76.966667,18/03/2021
1841,Pastaza,114202,69,0,17,-1.066667,-78.001111,18/03/2021
1842,Pichincha,3228233,2416,6,324,-0.218611,-78.509722,18/03/2021
1843,Santa Elena,401178,410,0,280,-2.2267,-80.8583,18/03/2021
1844,Sto. Domingo Tsáchilas,511151,495,0,124,-0.254167,-79.171944,18/03/2021
1845,Sucumbíos,230503,115,0,3,0.084722,-76.882778,18/03/2021
1846,Tungurahua,590600,436,2,327,-1.241667,-78.619722,18/03/2021
1847,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,18/03/2021
1848,Azuay,881394,322,0,28,-2.897414,-79.004481,19/03/2021
1849,Bolívar,209933,84,0,17,-1.605556,-79.003056,19/03/2021
1850,Carchi,186869,200,1,3,0.81218,-77.71633,19/03/2021
1851,Cañar,281396,113,0,8,-2.733333,-78.833333,19/03/2021
1852,Chimborazo,524004,403,0,129,-1.674347,-78.648294,19/03/2021
1853,Cotopaxi,488716,394,0,91,-0.933333,-78.616667,19/03/2021
1854,El Oro,715751,751,0,218,-3.266667,-79.966667,19/03/2021
1855,Esmeraldas,591083,285,3,59,1.05,-79.2,19/03/2021
1856,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,19/03/2021
1857,Guayas,4387434,2105,2,1722,-2.183333,-79.883333,19/03/2021
1858,Imbabura,476257,275,0,20,0.362678,-78.130667,19/03/2021
1859,Loja,521154,329,2,63,-3.983333,-79.2,19/03/2021
1860,Los Ríos,921763,396,0,253,-1.8,-79.533333,19/03/2021
1861,Manabí,1562079,1698,30,1094,-1.056181,-80.455217,19/03/2021
1862,Morona Santiago,196535,47,0,0,-2.3,-78.116667,19/03/2021
1863,Napo,133705,90,3,3,-0.989,-77.8159,19/03/2021
1864,Orellana,161338,62,1,20,-0.466667,-76.966667,19/03/2021
1865,Pastaza,114202,71,2,17,-1.066667,-78.001111,19/03/2021
1866,Pichincha,3228233,2434,18,324,-0.218611,-78.509722,19/03/2021
1867,Santa Elena,401178,410,0,280,-2.2267,-80.8583,19/03/2021
1868,Sto. Domingo Tsáchilas,511151,500,5,124,-0.254167,-79.171944,19/03/2021
1869,Sucumbíos,230503,119,4,3,0.084722,-76.882778,19/03/2021
1870,Tungurahua,590600,437,1,327,-1.241667,-78.619722,19/03/2021
1871,Zamora Chinchipe,120416,66,0,2,-4.12,-78.8,19/03/2021
1872,Azuay,881394,324,2,28,-2.897414,-79.004481,20/03/2021
1873,Bolívar,209933,84,0,17,-1.605556,-79.003056,20/03/2021
1874,Carchi,186869,200,0,3,0.81218,-77.71633,20/03/2021
1875,Cañar,281396,114,1,8,-2.733333,-78.833333,20/03/2021
1876,Chimborazo,524004,403,0,129,-1.674347,-78.648294,20/03/2021
1877,Cotopaxi,488716,394,0,91,-0.933333,-78.616667,20/03/2021
1878,El Oro,715751,755,4,218,-3.266667,-79.966667,20/03/2021
1879,Esmeraldas,591083,288,3,59,1.05,-79.2,20/03/2021
1880,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,20/03/2021
1881,Guayas,4387434,2108,3,1722,-2.183333,-79.883333,20/03/2021
1882,Imbabura,476257,275,0,20,0.362678,-78.130667,20/03/2021
1883,Loja,521154,330,1,63,-3.983333,-79.2,20/03/2021
1884,Los Ríos,921763,396,0,253,-1.8,-79.533333,20/03/2021
1885,Manabí,1562079,1699,1,1094,-1.056181,-80.455217,20/03/2021
1886,Morona Santiago,196535,47,0,0,-2.3,-78.116667,20/03/2021
1887,Napo,133705,90,0,3,-0.989,-77.8159,20/03/2021
1888,Orellana,161338,62,0,21,-0.466667,-76.966667,20/03/2021
1889,Pastaza,114202,71,0,17,-1.066667,-78.001111,20/03/2021
1890,Pichincha,3228233,2440,6,324,-0.218611,-78.509722,20/03/2021
1891,Santa Elena,401178,410,0,280,-2.2267,-80.8583,20/03/2021
1892,Sto. Domingo Tsáchilas,511151,500,0,124,-0.254167,-79.171944,20/03/2021
1893,Sucumbíos,230503,119,0,3,0.084722,-76.882778,20/03/2021
1894,Tungurahua,590600,437,0,327,-1.241667,-78.619722,20/03/2021
1895,Zamora Chinchipe,120416,67,1,2,-4.12,-78.8,20/03/2021
1896,Azuay,881394,324,0,28,-2.897414,-79.004481,21/03/2021
1897,Bolívar,209933,84,0,17,-1.605556,-79.003056,21/03/2021
1898,Carchi,186869,200,0,3,0.81218,-77.71633,21/03/2021
1899,Cañar,281396,114,0,8,-2.733333,-78.833333,21/03/2021
1900,Chimborazo,524004,404,1,129,-1.674347,-78.648294,21/03/2021
1901,Cotopaxi,488716,394,0,91,-0.933333,-78.616667,21/03/2021
1902,El Oro,715751,756,1,218,-3.266667,-79.966667,21/03/2021
1903,Esmeraldas,591083,288,0,59,1.05,-79.2,21/03/2021
1904,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,21/03/2021
1905,Guayas,4387434,2109,1,1722,-2.183333,-79.883333,21/03/2021
1906,Imbabura,476257,275,0,20,0.362678,-78.130667,21/03/2021
1907,Loja,521154,332,2,64,-3.983333,-79.2,21/03/2021
1908,Los Ríos,921763,396,0,253,-1.8,-79.533333,21/03/2021
1909,Manabí,1562079,1701,2,1094,-1.056181,-80.455217,21/03/2021
1910,Morona Santiago,196535,47,0,0,-2.3,-78.116667,21/03/2021
1911,Napo,133705,90,0,3,-0.989,-77.8159,21/03/2021
1912,Orellana,161338,62,0,21,-0.466667,-76.966667,21/03/2021
1913,Pastaza,114202,72,1,17,-1.066667,-78.001111,21/03/2021
1914,Pichincha,3228233,2446,6,324,-0.218611,-78.509722,21/03/2021
1915,Santa Elena,401178,410,0,280,-2.2267,-80.8583,21/03/2021
1916,Sto. Domingo Tsáchilas,511151,501,1,124,-0.254167,-79.171944,21/03/2021
1917,Sucumbíos,230503,119,0,3,0.084722,-76.882778,21/03/2021
1918,Tungurahua,590600,437,0,327,-1.241667,-78.619722,21/03/2021
1919,Zamora Chinchipe,120416,67,0,2,-4.12,-78.8,21/03/2021
1920,Azuay,881394,324,0,28,-2.897414,-79.004481,22/03/2021
1921,Bolívar,209933,84,0,17,-1.605556,-79.003056,22/03/2021
1922,Carchi,186869,200,0,3,0.81218,-77.71633,22/03/2021
1923,Cañar,281396,115,1,8,-2.733333,-78.833333,22/03/2021
1924,Chimborazo,524004,404,0,129,-1.674347,-78.648294,22/03/2021
1925,Cotopaxi,488716,394,0,91,-0.933333,-78.616667,22/03/2021
1926,El Oro,715751,761,5,218,-3.266667,-79.966667,22/03/2021
1927,Esmeraldas,591083,288,0,59,1.05,-79.2,22/03/2021
1928,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,22/03/2021
1929,Guayas,4387434,2123,14,1722,-2.183333,-79.883333,22/03/2021
1930,Imbabura,476257,275,0,20,0.362678,-78.130667,22/03/2021
1931,Loja,521154,335,3,64,-3.983333,-79.2,22/03/2021
1932,Los Ríos,921763,396,0,253,-1.8,-79.533333,22/03/2021
1933,Manabí,1562079,1703,2,1094,-1.056181,-80.455217,22/03/2021
1934,Morona Santiago,196535,47,0,0,-2.3,-78.116667,22/03/2021
1935,Napo,133705,90,0,3,-0.989,-77.8159,22/03/2021
1936,Orellana,161338,62,0,21,-0.466667,-76.966667,22/03/2021
1937,Pastaza,114202,72,0,17,-1.066667,-78.001111,22/03/2021
1938,Pichincha,3228233,2447,1,324,-0.218611,-78.509722,22/03/2021
1939,Santa Elena,401178,410,0,280,-2.2267,-80.8583,22/03/2021
1940,Sto. Domingo Tsáchilas,511151,502,1,124,-0.254167,-79.171944,22/03/2021
1941,Sucumbíos,230503,119,0,3,0.084722,-76.882778,22/03/2021
1942,Tungurahua,590600,437,0,327,-1.241667,-78.619722,22/03/2021
1943,Zamora Chinchipe,120416,67,0,2,-4.12,-78.8,22/03/2021
1944,Azuay,881394,324,0,28,-2.897414,-79.004481,23/03/2021
1945,Bolívar,209933,84,0,17,-1.605556,-79.003056,23/03/2021
1946,Carchi,186869,203,3,3,0.81218,-77.71633,23/03/2021
1947,Cañar,281396,115,0,8,-2.733333,-78.833333,23/03/2021
1948,Chimborazo,524004,406,2,129,-1.674347,-78.648294,23/03/2021
1949,Cotopaxi,488716,394,0,91,-0.933333,-78.616667,23/03/2021
1950,El Oro,715751,765,4,218,-3.266667,-79.966667,23/03/2021
1951,Esmeraldas,591083,288,0,59,1.05,-79.2,23/03/2021
1952,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,23/03/2021
1953,Guayas,4387434,2123,0,1722,-2.183333,-79.883333,23/03/2021
1954,Imbabura,476257,275,0,20,0.362678,-78.130667,23/03/2021
1955,Loja,521154,340,5,65,-3.983333,-79.2,23/03/2021
1956,Los Ríos,921763,396,0,253,-1.8,-79.533333,23/03/2021
1957,Manabí,1562079,1704,1,1094,-1.056181,-80.455217,23/03/2021
1958,Morona Santiago,196535,47,0,0,-2.3,-78.116667,23/03/2021
1959,Napo,133705,90,0,3,-0.989,-77.8159,23/03/2021
1960,Orellana,161338,62,0,21,-0.466667,-76.966667,23/03/2021
1961,Pastaza,114202,72,0,18,-1.066667,-78.001111,23/03/2021
1962,Pichincha,3228233,2451,4,324,-0.218611,-78.509722,23/03/2021
1963,Santa Elena,401178,410,0,280,-2.2267,-80.8583,23/03/2021
1964,Sto. Domingo Tsáchilas,511151,506,4,124,-0.254167,-79.171944,23/03/2021
1965,Sucumbíos,230503,119,0,3,0.084722,-76.882778,23/03/2021
1966,Tungurahua,590600,437,0,327,-1.241667,-78.619722,23/03/2021
1967,Zamora Chinchipe,120416,68,1,2,-4.12,-78.8,23/03/2021
1968,Azuay,881394,324,0,28,-2.897414,-79.004481,24/03/2021
1969,Bolívar,209933,84,0,18,-1.605556,-79.003056,24/03/2021
1970,Carchi,186869,204,1,3,0.81218,-77.71633,24/03/2021
1971,Cañar,281396,115,0,8,-2.733333,-78.833333,24/03/2021
1972,Chimborazo,524004,407,1,129,-1.674347,-78.648294,24/03/2021
1973,Cotopaxi,488716,397,3,91,-0.933333,-78.616667,24/03/2021
1974,El Oro,715751,765,0,218,-3.266667,-79.966667,24/03/2021
1975,Esmeraldas,591083,290,2,59,1.05,-79.2,24/03/2021
1976,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,24/03/2021
1977,Guayas,4387434,2124,1,1723,-2.183333,-79.883333,24/03/2021
1978,Imbabura,476257,277,2,20,0.362678,-78.130667,24/03/2021
1979,Loja,521154,342,2,65,-3.983333,-79.2,24/03/2021
1980,Los Ríos,921763,398,2,254,-1.8,-79.533333,24/03/2021
1981,Manabí,1562079,1715,11,1094,-1.056181,-80.455217,24/03/2021
1982,Morona Santiago,196535,47,0,0,-2.3,-78.116667,24/03/2021
1983,Napo,133705,90,0,3,-0.989,-77.8159,24/03/2021
1984,Orellana,161338,62,0,21,-0.466667,-76.966667,24/03/2021
1985,Pastaza,114202,72,0,18,-1.066667,-78.001111,24/03/2021
1986,Pichincha,3228233,2456,5,325,-0.218611,-78.509722,24/03/2021
1987,Santa Elena,401178,410,0,280,-2.2267,-80.8583,24/03/2021
1988,Sto. Domingo Tsáchilas,511151,508,2,124,-0.254167,-79.171944,24/03/2021
1989,Sucumbíos,230503,119,0,3,0.084722,-76.882778,24/03/2021
1990,Tungurahua,590600,437,0,327,-1.241667,-78.619722,24/03/2021
1991,Zamora Chinchipe,120416,68,0,2,-4.12,-78.8,24/03/2021
1992,Azuay,881394,325,1,30,-2.897414,-79.004481,25/03/2021
1993,Bolívar,209933,84,0,18,-1.605556,-79.003056,25/03/2021
1994,Carchi,186869,205,1,3,0.81218,-77.71633,25/03/2021
1995,Cañar,281396,115,0,8,-2.733333,-78.833333,25/03/2021
1996,Chimborazo,524004,407,0,129,-1.674347,-78.648294,25/03/2021
1997,Cotopaxi,488716,397,0,91,-0.933333,-78.616667,25/03/2021
1998,El Oro,715751,768,3,218,-3.266667,-79.966667,25/03/2021
1999,Esmeraldas,591083,295,5,59,1.05,-79.2,25/03/2021
2000,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,25/03/2021
2001,Guayas,4387434,2125,1,1723,-2.183333,-79.883333,25/03/2021
2002,Imbabura,476257,278,1,20,0.362678,-78.130667,25/03/2021
2003,Loja,521154,343,1,65,-3.983333,-79.2,25/03/2021
2004,Los Ríos,921763,401,3,254,-1.8,-79.533333,25/03/2021
2005,Manabí,1562079,1721,6,1095,-1.056181,-80.455217,25/03/2021
2006,Morona Santiago,196535,47,0,0,-2.3,-78.116667,25/03/2021
2007,Napo,133705,90,0,3,-0.989,-77.8159,25/03/2021
2008,Orellana,161338,62,0,21,-0.466667,-76.966667,25/03/2021
2009,Pastaza,114202,72,0,18,-1.066667,-78.001111,25/03/2021
2010,Pichincha,3228233,2463,7,325,-0.218611,-78.509722,25/03/2021
2011,Santa Elena,401178,410,0,280,-2.2267,-80.8583,25/03/2021
2012,Sto. Domingo Tsáchilas,511151,517,9,124,-0.254167,-79.171944,25/03/2021
2013,Sucumbíos,230503,120,1,3,0.084722,-76.882778,25/03/2021
2014,Tungurahua,590600,437,0,327,-1.241667,-78.619722,25/03/2021
2015,Zamora Chinchipe,120416,68,0,2,-4.12,-78.8,25/03/2021
2016,Azuay,881394,337,12,30,-2.897414,-79.004481,26/03/2021
2017,Bolívar,209933,84,0,18,-1.605556,-79.003056,26/03/2021
2018,Carchi,186869,205,0,3,0.81218,-77.71633,26/03/2021
2019,Cañar,281396,116,1,8,-2.733333,-78.833333,26/03/2021
2020,Chimborazo,524004,408,1,129,-1.674347,-78.648294,26/03/2021
2021,Cotopaxi,488716,397,0,92,-0.933333,-78.616667,26/03/2021
2022,El Oro,715751,769,1,218,-3.266667,-79.966667,26/03/2021
2023,Esmeraldas,591083,295,0,59,1.05,-79.2,26/03/2021
2024,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,26/03/2021
2025,Guayas,4387434,2127,2,1723,-2.183333,-79.883333,26/03/2021
2026,Imbabura,476257,279,1,20,0.362678,-78.130667,26/03/2021
2027,Loja,521154,345,2,67,-3.983333,-79.2,26/03/2021
2028,Los Ríos,921763,401,0,260,-1.8,-79.533333,26/03/2021
2029,Manabí,1562079,1732,11,1097,-1.056181,-80.455217,26/03/2021
2030,Morona Santiago,196535,48,1,1,-2.3,-78.116667,26/03/2021
2031,Napo,133705,90,0,3,-0.989,-77.8159,26/03/2021
2032,Orellana,161338,62,0,21,-0.466667,-76.966667,26/03/2021
2033,Pastaza,114202,72,0,18,-1.066667,-78.001111,26/03/2021
2034,Pichincha,3228233,2466,3,325,-0.218611,-78.509722,26/03/2021
2035,Santa Elena,401178,410,0,280,-2.2267,-80.8583,26/03/2021
2036,Sto. Domingo Tsáchilas,511151,520,3,124,-0.254167,-79.171944,26/03/2021
2037,Sucumbíos,230503,120,0,3,0.084722,-76.882778,26/03/2021
2038,Tungurahua,590600,437,0,327,-1.241667,-78.619722,26/03/2021
2039,Zamora Chinchipe,120416,68,0,2,-4.12,-78.8,26/03/2021
2040,Azuay,881394,337,0,30,-2.897414,-79.004481,27/03/2021
2041,Bolívar,209933,84,0,18,-1.605556,-79.003056,27/03/2021
2042,Carchi,186869,207,2,3,0.81218,-77.71633,27/03/2021
2043,Cañar,281396,116,0,8,-2.733333,-78.833333,27/03/2021
2044,Chimborazo,524004,408,0,129,-1.674347,-78.648294,27/03/2021
2045,Cotopaxi,488716,397,0,92,-0.933333,-78.616667,27/03/2021
2046,El Oro,715751,770,1,218,-3.266667,-79.966667,27/03/2021
2047,Esmeraldas,591083,302,7,59,1.05,-79.2,27/03/2021
2048,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,27/03/2021
2049,Guayas,4387434,2129,2,1724,-2.183333,-79.883333,27/03/2021
2050,Imbabura,476257,280,1,20,0.362678,-78.130667,27/03/2021
2051,Loja,521154,346,1,68,-3.983333,-79.2,27/03/2021
2052,Los Ríos,921763,401,0,266,-1.8,-79.533333,27/03/2021
2053,Manabí,1562079,1746,14,1098,-1.056181,-80.455217,27/03/2021
2054,Morona Santiago,196535,48,0,1,-2.3,-78.116667,27/03/2021
2055,Napo,133705,90,0,3,-0.989,-77.8159,27/03/2021
2056,Orellana,161338,62,0,21,-0.466667,-76.966667,27/03/2021
2057,Pastaza,114202,72,0,18,-1.066667,-78.001111,27/03/2021
2058,Pichincha,3228233,2471,5,326,-0.218611,-78.509722,27/03/2021
2059,Santa Elena,401178,410,0,280,-2.2267,-80.8583,27/03/2021
2060,Sto. Domingo Tsáchilas,511151,521,1,124,-0.254167,-79.171944,27/03/2021
2061,Sucumbíos,230503,123,3,3,0.084722,-76.882778,27/03/2021
2062,Tungurahua,590600,437,0,327,-1.241667,-78.619722,27/03/2021
2063,Zamora Chinchipe,120416,68,0,2,-4.12,-78.8,27/03/2021
2064,Azuay,881394,338,1,30,-2.897414,-79.004481,28/03/2021
2065,Bolívar,209933,85,1,19,-1.605556,-79.003056,28/03/2021
2066,Carchi,186869,207,0,3,0.81218,-77.71633,28/03/2021
2067,Cañar,281396,116,0,8,-2.733333,-78.833333,28/03/2021
2068,Chimborazo,524004,408,0,129,-1.674347,-78.648294,28/03/2021
2069,Cotopaxi,488716,397,0,94,-0.933333,-78.616667,28/03/2021
2070,El Oro,715751,770,0,218,-3.266667,-79.966667,28/03/2021
2071,Esmeraldas,591083,302,0,60,1.05,-79.2,28/03/2021
2072,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,28/03/2021
2073,Guayas,4387434,2132,3,1726,-2.183333,-79.883333,28/03/2021
2074,Imbabura,476257,280,0,20,0.362678,-78.130667,28/03/2021
2075,Loja,521154,347,1,68,-3.983333,-79.2,28/03/2021
2076,Los Ríos,921763,407,6,276,-1.8,-79.533333,28/03/2021
2077,Manabí,1562079,1767,21,1101,-1.056181,-80.455217,28/03/2021
2078,Morona Santiago,196535,48,0,1,-2.3,-78.116667,28/03/2021
2079,Napo,133705,90,0,3,-0.989,-77.8159,28/03/2021
2080,Orellana,161338,62,0,21,-0.466667,-76.966667,28/03/2021
2081,Pastaza,114202,72,0,18,-1.066667,-78.001111,28/03/2021
2082,Pichincha,3228233,2474,3,328,-0.218611,-78.509722,28/03/2021
2083,Santa Elena,401178,410,0,280,-2.2267,-80.8583,28/03/2021
2084,Sto. Domingo Tsáchilas,511151,522,1,124,-0.254167,-79.171944,28/03/2021
2085,Sucumbíos,230503,123,0,3,0.084722,-76.882778,28/03/2021
2086,Tungurahua,590600,437,0,327,-1.241667,-78.619722,28/03/2021
2087,Zamora Chinchipe,120416,69,1,2,-4.12,-78.8,28/03/2021
2088,Azuay,881394,338,0,30,-2.897414,-79.004481,29/03/2021
2089,Bolívar,209933,85,0,19,-1.605556,-79.003056,29/03/2021
2090,Carchi,186869,207,0,3,0.81218,-77.71633,29/03/2021
2091,Cañar,281396,116,0,8,-2.733333,-78.833333,29/03/2021
2092,Chimborazo,524004,408,0,129,-1.674347,-78.648294,29/03/2021
2093,Cotopaxi,488716,397,0,94,-0.933333,-78.616667,29/03/2021
2094,El Oro,715751,770,0,218,-3.266667,-79.966667,29/03/2021
2095,Esmeraldas,591083,302,0,60,1.05,-79.2,29/03/2021
2096,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,29/03/2021
2097,Guayas,4387434,2134,2,1726,-2.183333,-79.883333,29/03/2021
2098,Imbabura,476257,280,0,20,0.362678,-78.130667,29/03/2021
2099,Loja,521154,350,3,68,-3.983333,-79.2,29/03/2021
