,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
3982,Tungurahua,590600,233,0,204,-1.241667,-78.619722,07/09/2020
3983,Zamora Chinchipe,120416,43,0,0,-4.12,-78.8,07/09/2020
3984,Azuay,881394,124,0,9,-2.897414,-79.004481,08/09/2020
3985,Bolívar,209933,58,0,8,-1.605556,-79.003056,08/09/2020
3986,Carchi,186869,61,0,1,0.81218,-77.71633,08/09/2020
3987,Cañar,281396,62,0,5,-2.733333,-78.833333,08/09/2020
3988,Chimborazo,524004,273,3,64,-1.674347,-78.648294,08/09/2020
3989,Cotopaxi,488716,206,0,44,-0.933333,-78.616667,08/09/2020
3990,El Oro,715751,375,1,110,-3.266667,-79.966667,08/09/2020
3991,Esmeraldas,591083,201,0,35,1.05,-79.2,08/09/2020
3992,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,08/09/2020
3993,Guayas,4387434,1692,0,1598,-2.183333,-79.883333,08/09/2020
3994,Imbabura,476257,96,0,5,0.362678,-78.130667,08/09/2020
3995,Loja,521154,176,2,40,-3.983333,-79.2,08/09/2020
3996,Los Ríos,921763,325,1,183,-1.8,-79.533333,08/09/2020
3997,Manabí,1562079,902,4,848,-1.056181,-80.455217,08/09/2020
3998,Morona Santiago,196535,19,0,0,-2.3,-78.116667,08/09/2020
3999,Napo,133705,62,0,3,-0.989,-77.8159,08/09/2020
4000,Orellana,161338,41,2,15,-0.466667,-76.966667,08/09/2020
4001,Pastaza,114202,48,0,6,-1.066667,-78.001111,08/09/2020
4002,Pichincha,3228233,1097,32,205,-0.218611,-78.509722,08/09/2020
4003,Santa Elena,401178,357,2,273,-2.2267,-80.8583,08/09/2020
4004,Sto. Domingo Tsáchilas,511151,330,0,99,-0.254167,-79.171944,08/09/2020
4005,Sucumbíos,230503,87,0,2,0.084722,-76.882778,08/09/2020
4006,Tungurahua,590600,233,0,204,-1.241667,-78.619722,08/09/2020
4007,Zamora Chinchipe,120416,43,0,0,-4.12,-78.8,08/09/2020
4008,Azuay,881394,124,0,9,-2.897414,-79.004481,09/09/2020
4009,Bolívar,209933,58,0,8,-1.605556,-79.003056,09/09/2020
4010,Carchi,186869,67,6,1,0.81218,-77.71633,09/09/2020
4011,Cañar,281396,62,0,5,-2.733333,-78.833333,09/09/2020
4012,Chimborazo,524004,274,1,64,-1.674347,-78.648294,09/09/2020
4013,Cotopaxi,488716,208,2,44,-0.933333,-78.616667,09/09/2020
4014,El Oro,715751,376,1,111,-3.266667,-79.966667,09/09/2020
4015,Esmeraldas,591083,201,0,36,1.05,-79.2,09/09/2020
4016,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,09/09/2020
4017,Guayas,4387434,1693,1,1598,-2.183333,-79.883333,09/09/2020
4018,Imbabura,476257,99,3,5,0.362678,-78.130667,09/09/2020
4019,Loja,521154,176,0,41,-3.983333,-79.2,09/09/2020
4020,Los Ríos,921763,326,1,183,-1.8,-79.533333,09/09/2020
4021,Manabí,1562079,903,1,854,-1.056181,-80.455217,09/09/2020
4022,Morona Santiago,196535,19,0,0,-2.3,-78.116667,09/09/2020
4023,Napo,133705,62,0,3,-0.989,-77.8159,09/09/2020
4024,Orellana,161338,41,0,15,-0.466667,-76.966667,09/09/2020
4025,Pastaza,114202,48,0,6,-1.066667,-78.001111,09/09/2020
4026,Pichincha,3228233,1135,38,215,-0.218611,-78.509722,09/09/2020
4027,Santa Elena,401178,357,0,273,-2.2267,-80.8583,09/09/2020
4028,Sto. Domingo Tsáchilas,511151,331,1,99,-0.254167,-79.171944,09/09/2020
4029,Sucumbíos,230503,87,0,2,0.084722,-76.882778,09/09/2020
4030,Tungurahua,590600,233,0,204,-1.241667,-78.619722,09/09/2020
4031,Zamora Chinchipe,120416,43,0,0,-4.12,-78.8,09/09/2020
4032,Azuay,881394,124,0,9,-2.897414,-79.004481,10/09/2020
4033,Bolívar,209933,59,1,8,-1.605556,-79.003056,10/09/2020
4034,Carchi,186869,67,0,1,0.81218,-77.71633,10/09/2020
4035,Cañar,281396,62,0,5,-2.733333,-78.833333,10/09/2020
4036,Chimborazo,524004,281,7,64,-1.674347,-78.648294,10/09/2020
4037,Cotopaxi,488716,208,0,44,-0.933333,-78.616667,10/09/2020
4038,El Oro,715751,381,5,111,-3.266667,-79.966667,10/09/2020
4039,Esmeraldas,591083,201,0,36,1.05,-79.2,10/09/2020
4040,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,10/09/2020
4041,Guayas,4387434,1693,0,1598,-2.183333,-79.883333,10/09/2020
4042,Imbabura,476257,101,2,5,0.362678,-78.130667,10/09/2020
4043,Loja,521154,176,0,40,-3.983333,-79.2,10/09/2020
4044,Los Ríos,921763,326,0,183,-1.8,-79.533333,10/09/2020
4045,Manabí,1562079,906,3,855,-1.056181,-80.455217,10/09/2020
4046,Morona Santiago,196535,19,0,0,-2.3,-78.116667,10/09/2020
4047,Napo,133705,62,0,3,-0.989,-77.8159,10/09/2020
4048,Orellana,161338,41,0,15,-0.466667,-76.966667,10/09/2020
4049,Pastaza,114202,48,0,6,-1.066667,-78.001111,10/09/2020
4050,Pichincha,3228233,1161,26,216,-0.218611,-78.509722,10/09/2020
4051,Santa Elena,401178,358,1,273,-2.2267,-80.8583,10/09/2020
4052,Sto. Domingo Tsáchilas,511151,332,1,99,-0.254167,-79.171944,10/09/2020
4053,Sucumbíos,230503,88,1,2,0.084722,-76.882778,10/09/2020
4054,Tungurahua,590600,233,0,204,-1.241667,-78.619722,10/09/2020
4055,Zamora Chinchipe,120416,43,0,0,-4.12,-78.8,10/09/2020
4056,Azuay,881394,130,6,9,-2.897414,-79.004481,11/09/2020
4057,Bolívar,209933,60,1,8,-1.605556,-79.003056,11/09/2020
4058,Carchi,186869,67,0,1,0.81218,-77.71633,11/09/2020
4059,Cañar,281396,62,0,5,-2.733333,-78.833333,11/09/2020
4060,Chimborazo,524004,281,0,64,-1.674347,-78.648294,11/09/2020
4061,Cotopaxi,488716,208,0,44,-0.933333,-78.616667,11/09/2020
4062,El Oro,715751,382,1,111,-3.266667,-79.966667,11/09/2020
4063,Esmeraldas,591083,202,1,35,1.05,-79.2,11/09/2020
4064,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,11/09/2020
4065,Guayas,4387434,1695,2,1596,-2.183333,-79.883333,11/09/2020
4066,Imbabura,476257,103,2,5,0.362678,-78.130667,11/09/2020
4067,Loja,521154,182,6,40,-3.983333,-79.2,11/09/2020
4068,Los Ríos,921763,329,3,188,-1.8,-79.533333,11/09/2020
4069,Manabí,1562079,907,1,855,-1.056181,-80.455217,11/09/2020
4070,Morona Santiago,196535,19,0,0,-2.3,-78.116667,11/09/2020
4071,Napo,133705,62,0,3,-0.989,-77.8159,11/09/2020
4072,Orellana,161338,41,0,15,-0.466667,-76.966667,11/09/2020
4073,Pastaza,114202,49,1,6,-1.066667,-78.001111,11/09/2020
4074,Pichincha,3228233,1218,57,218,-0.218611,-78.509722,11/09/2020
4075,Santa Elena,401178,358,0,273,-2.2267,-80.8583,11/09/2020
4076,Sto. Domingo Tsáchilas,511151,333,1,99,-0.254167,-79.171944,11/09/2020
4077,Sucumbíos,230503,88,0,2,0.084722,-76.882778,11/09/2020
4078,Tungurahua,590600,233,0,204,-1.241667,-78.619722,11/09/2020
4079,Zamora Chinchipe,120416,44,1,0,-4.12,-78.8,11/09/2020
4080,Azuay,881394,136,6,9,-2.897414,-79.004481,12/09/2020
4081,Bolívar,209933,60,0,8,-1.605556,-79.003056,12/09/2020
4082,Carchi,186869,69,2,1,0.81218,-77.71633,12/09/2020
4083,Cañar,281396,62,0,5,-2.733333,-78.833333,12/09/2020
4084,Chimborazo,524004,281,0,64,-1.674347,-78.648294,12/09/2020
4085,Cotopaxi,488716,210,2,44,-0.933333,-78.616667,12/09/2020
4086,El Oro,715751,382,0,111,-3.266667,-79.966667,12/09/2020
4087,Esmeraldas,591083,203,1,35,1.05,-79.2,12/09/2020
4088,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,12/09/2020
4089,Guayas,4387434,1696,1,1595,-2.183333,-79.883333,12/09/2020
4090,Imbabura,476257,104,1,5,0.362678,-78.130667,12/09/2020
4091,Loja,521154,184,2,40,-3.983333,-79.2,12/09/2020
4092,Los Ríos,921763,330,1,188,-1.8,-79.533333,12/09/2020
4093,Manabí,1562079,908,1,855,-1.056181,-80.455217,12/09/2020
4094,Morona Santiago,196535,19,0,0,-2.3,-78.116667,12/09/2020
4095,Napo,133705,62,0,3,-0.989,-77.8159,12/09/2020
4096,Orellana,161338,42,1,15,-0.466667,-76.966667,12/09/2020
4097,Pastaza,114202,49,0,6,-1.066667,-78.001111,12/09/2020
4098,Pichincha,3228233,1227,9,218,-0.218611,-78.509722,12/09/2020
4099,Santa Elena,401178,358,0,273,-2.2267,-80.8583,12/09/2020
4100,Sto. Domingo Tsáchilas,511151,334,1,99,-0.254167,-79.171944,12/09/2020
4101,Sucumbíos,230503,88,0,2,0.084722,-76.882778,12/09/2020
4102,Tungurahua,590600,234,1,204,-1.241667,-78.619722,12/09/2020
4103,Zamora Chinchipe,120416,44,0,0,-4.12,-78.8,12/09/2020
4104,Azuay,881394,137,1,9,-2.897414,-79.004481,13/09/2020
4105,Bolívar,209933,60,0,8,-1.605556,-79.003056,13/09/2020
4106,Carchi,186869,72,3,1,0.81218,-77.71633,13/09/2020
4107,Cañar,281396,62,0,5,-2.733333,-78.833333,13/09/2020
4108,Chimborazo,524004,281,0,64,-1.674347,-78.648294,13/09/2020
4109,Cotopaxi,488716,210,0,44,-0.933333,-78.616667,13/09/2020
4110,El Oro,715751,382,0,111,-3.266667,-79.966667,13/09/2020
4111,Esmeraldas,591083,203,0,35,1.05,-79.2,13/09/2020
4112,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,13/09/2020
4113,Guayas,4387434,1697,1,1595,-2.183333,-79.883333,13/09/2020
4114,Imbabura,476257,106,2,5,0.362678,-78.130667,13/09/2020
4115,Loja,521154,185,1,40,-3.983333,-79.2,13/09/2020
4116,Los Ríos,921763,330,0,188,-1.8,-79.533333,13/09/2020
4117,Manabí,1562079,908,0,855,-1.056181,-80.455217,13/09/2020
4118,Morona Santiago,196535,19,0,0,-2.3,-78.116667,13/09/2020
4119,Napo,133705,64,2,3,-0.989,-77.8159,13/09/2020
4120,Orellana,161338,46,4,18,-0.466667,-76.966667,13/09/2020
4121,Pastaza,114202,49,0,6,-1.066667,-78.001111,13/09/2020
4122,Pichincha,3228233,1248,21,218,-0.218611,-78.509722,13/09/2020
4123,Santa Elena,401178,359,1,273,-2.2267,-80.8583,13/09/2020
4124,Sto. Domingo Tsáchilas,511151,334,0,99,-0.254167,-79.171944,13/09/2020
4125,Sucumbíos,230503,88,0,2,0.084722,-76.882778,13/09/2020
4126,Tungurahua,590600,234,0,204,-1.241667,-78.619722,13/09/2020
4127,Zamora Chinchipe,120416,44,0,0,-4.12,-78.8,13/09/2020
4128,Azuay,881394,137,0,9,-2.897414,-79.004481,14/09/2020
4129,Bolívar,209933,60,0,8,-1.605556,-79.003056,14/09/2020
4130,Carchi,186869,72,0,1,0.81218,-77.71633,14/09/2020
4131,Cañar,281396,62,0,5,-2.733333,-78.833333,14/09/2020
4132,Chimborazo,524004,282,1,64,-1.674347,-78.648294,14/09/2020
4133,Cotopaxi,488716,211,1,44,-0.933333,-78.616667,14/09/2020
4134,El Oro,715751,382,0,111,-3.266667,-79.966667,14/09/2020
4135,Esmeraldas,591083,203,0,35,1.05,-79.2,14/09/2020
4136,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,14/09/2020
4137,Guayas,4387434,1697,0,1595,-2.183333,-79.883333,14/09/2020
4138,Imbabura,476257,106,0,5,0.362678,-78.130667,14/09/2020
4139,Loja,521154,186,1,40,-3.983333,-79.2,14/09/2020
4140,Los Ríos,921763,330,0,188,-1.8,-79.533333,14/09/2020
4141,Manabí,1562079,908,0,855,-1.056181,-80.455217,14/09/2020
4142,Morona Santiago,196535,19,0,0,-2.3,-78.116667,14/09/2020
4143,Napo,133705,64,0,3,-0.989,-77.8159,14/09/2020
4144,Orellana,161338,48,2,18,-0.466667,-76.966667,14/09/2020
4145,Pastaza,114202,49,0,6,-1.066667,-78.001111,14/09/2020
4146,Pichincha,3228233,1262,14,218,-0.218611,-78.509722,14/09/2020
4147,Santa Elena,401178,359,0,273,-2.2267,-80.8583,14/09/2020
4148,Sto. Domingo Tsáchilas,511151,334,0,99,-0.254167,-79.171944,14/09/2020
4149,Sucumbíos,230503,88,0,2,0.084722,-76.882778,14/09/2020
4150,Tungurahua,590600,234,0,204,-1.241667,-78.619722,14/09/2020
4151,Zamora Chinchipe,120416,44,0,0,-4.12,-78.8,14/09/2020
4152,Azuay,881394,139,2,9,-2.897414,-79.004481,15/09/2020
4153,Bolívar,209933,60,0,8,-1.605556,-79.003056,15/09/2020
4154,Carchi,186869,74,2,1,0.81218,-77.71633,15/09/2020
4155,Cañar,281396,65,3,6,-2.733333,-78.833333,15/09/2020
4156,Chimborazo,524004,282,0,64,-1.674347,-78.648294,15/09/2020
4157,Cotopaxi,488716,212,1,44,-0.933333,-78.616667,15/09/2020
4158,El Oro,715751,382,0,111,-3.266667,-79.966667,15/09/2020
4159,Esmeraldas,591083,203,0,35,1.05,-79.2,15/09/2020
4160,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,15/09/2020
4161,Guayas,4387434,1699,2,1595,-2.183333,-79.883333,15/09/2020
4162,Imbabura,476257,106,0,5,0.362678,-78.130667,15/09/2020
4163,Loja,521154,186,0,40,-3.983333,-79.2,15/09/2020
4164,Los Ríos,921763,330,0,189,-1.8,-79.533333,15/09/2020
4165,Manabí,1562079,908,0,855,-1.056181,-80.455217,15/09/2020
4166,Morona Santiago,196535,19,0,0,-2.3,-78.116667,15/09/2020
4167,Napo,133705,65,1,3,-0.989,-77.8159,15/09/2020
4168,Orellana,161338,48,0,18,-0.466667,-76.966667,15/09/2020
4169,Pastaza,114202,49,0,6,-1.066667,-78.001111,15/09/2020
4170,Pichincha,3228233,1289,27,218,-0.218611,-78.509722,15/09/2020
4171,Santa Elena,401178,359,0,273,-2.2267,-80.8583,15/09/2020
4172,Sto. Domingo Tsáchilas,511151,335,1,99,-0.254167,-79.171944,15/09/2020
4173,Sucumbíos,230503,88,0,2,0.084722,-76.882778,15/09/2020
4174,Tungurahua,590600,234,0,204,-1.241667,-78.619722,15/09/2020
4175,Zamora Chinchipe,120416,44,0,0,-4.12,-78.8,15/09/2020
4176,Azuay,881394,140,1,9,-2.897414,-79.004481,16/09/2020
4177,Bolívar,209933,60,0,8,-1.605556,-79.003056,16/09/2020
4178,Carchi,186869,78,4,1,0.81218,-77.71633,16/09/2020
4179,Cañar,281396,65,0,6,-2.733333,-78.833333,16/09/2020
4180,Chimborazo,524004,287,5,64,-1.674347,-78.648294,16/09/2020
4181,Cotopaxi,488716,214,2,44,-0.933333,-78.616667,16/09/2020
4182,El Oro,715751,382,0,112,-3.266667,-79.966667,16/09/2020
4183,Esmeraldas,591083,203,0,35,1.05,-79.2,16/09/2020
4184,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,16/09/2020
4185,Guayas,4387434,1701,2,1595,-2.183333,-79.883333,16/09/2020
4186,Imbabura,476257,107,1,5,0.362678,-78.130667,16/09/2020
4187,Loja,521154,186,0,40,-3.983333,-79.2,16/09/2020
4188,Los Ríos,921763,330,0,189,-1.8,-79.533333,16/09/2020
4189,Manabí,1562079,913,5,857,-1.056181,-80.455217,16/09/2020
4190,Morona Santiago,196535,19,0,0,-2.3,-78.116667,16/09/2020
4191,Napo,133705,65,0,3,-0.989,-77.8159,16/09/2020
4192,Orellana,161338,48,0,18,-0.466667,-76.966667,16/09/2020
4193,Pastaza,114202,50,1,6,-1.066667,-78.001111,16/09/2020
4194,Pichincha,3228233,1295,6,218,-0.218611,-78.509722,16/09/2020
4195,Santa Elena,401178,361,2,273,-2.2267,-80.8583,16/09/2020
4196,Sto. Domingo Tsáchilas,511151,335,0,99,-0.254167,-79.171944,16/09/2020
4197,Sucumbíos,230503,88,0,2,0.084722,-76.882778,16/09/2020
4198,Tungurahua,590600,234,0,204,-1.241667,-78.619722,16/09/2020
4199,Zamora Chinchipe,120416,44,0,1,-4.12,-78.8,16/09/2020
4200,Azuay,881394,143,3,9,-2.897414,-79.004481,17/09/2020
4201,Bolívar,209933,60,0,8,-1.605556,-79.003056,17/09/2020
4202,Carchi,186869,78,0,1,0.81218,-77.71633,17/09/2020
4203,Cañar,281396,66,1,6,-2.733333,-78.833333,17/09/2020
4204,Chimborazo,524004,287,0,64,-1.674347,-78.648294,17/09/2020
4205,Cotopaxi,488716,215,1,44,-0.933333,-78.616667,17/09/2020
4206,El Oro,715751,385,3,112,-3.266667,-79.966667,17/09/2020
4207,Esmeraldas,591083,204,1,35,1.05,-79.2,17/09/2020
4208,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,17/09/2020
4209,Guayas,4387434,1704,3,1595,-2.183333,-79.883333,17/09/2020
4210,Imbabura,476257,107,0,5,0.362678,-78.130667,17/09/2020
4211,Loja,521154,188,2,40,-3.983333,-79.2,17/09/2020
4212,Los Ríos,921763,331,1,189,-1.8,-79.533333,17/09/2020
4213,Manabí,1562079,916,3,860,-1.056181,-80.455217,17/09/2020
4214,Morona Santiago,196535,19,0,0,-2.3,-78.116667,17/09/2020
4215,Napo,133705,65,0,3,-0.989,-77.8159,17/09/2020
4216,Orellana,161338,48,0,18,-0.466667,-76.966667,17/09/2020
4217,Pastaza,114202,50,0,6,-1.066667,-78.001111,17/09/2020
4218,Pichincha,3228233,1306,11,218,-0.218611,-78.509722,17/09/2020
4219,Santa Elena,401178,361,0,273,-2.2267,-80.8583,17/09/2020
4220,Sto. Domingo Tsáchilas,511151,335,0,99,-0.254167,-79.171944,17/09/2020
4221,Sucumbíos,230503,88,0,2,0.084722,-76.882778,17/09/2020
4222,Tungurahua,590600,234,0,204,-1.241667,-78.619722,17/09/2020
4223,Zamora Chinchipe,120416,45,1,1,-4.12,-78.8,17/09/2020
4224,Azuay,881394,143,0,9,-2.897414,-79.004481,18/09/2020
4225,Bolívar,209933,61,1,8,-1.605556,-79.003056,18/09/2020
4226,Carchi,186869,78,0,1,0.81218,-77.71633,18/09/2020
4227,Cañar,281396,66,0,6,-2.733333,-78.833333,18/09/2020
4228,Chimborazo,524004,287,0,64,-1.674347,-78.648294,18/09/2020
4229,Cotopaxi,488716,215,0,43,-0.933333,-78.616667,18/09/2020
4230,El Oro,715751,385,0,112,-3.266667,-79.966667,18/09/2020
4231,Esmeraldas,591083,205,1,35,1.05,-79.2,18/09/2020
4232,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,18/09/2020
4233,Guayas,4387434,1704,0,1595,-2.183333,-79.883333,18/09/2020
4234,Imbabura,476257,108,1,5,0.362678,-78.130667,18/09/2020
4235,Loja,521154,188,0,40,-3.983333,-79.2,18/09/2020
4236,Los Ríos,921763,331,0,189,-1.8,-79.533333,18/09/2020
4237,Manabí,1562079,917,1,862,-1.056181,-80.455217,18/09/2020
4238,Morona Santiago,196535,19,0,0,-2.3,-78.116667,18/09/2020
4239,Napo,133705,65,0,3,-0.989,-77.8159,18/09/2020
4240,Orellana,161338,48,0,18,-0.466667,-76.966667,18/09/2020
4241,Pastaza,114202,50,0,6,-1.066667,-78.001111,18/09/2020
4242,Pichincha,3228233,1313,7,218,-0.218611,-78.509722,18/09/2020
4243,Santa Elena,401178,361,0,273,-2.2267,-80.8583,18/09/2020
4244,Sto. Domingo Tsáchilas,511151,337,2,99,-0.254167,-79.171944,18/09/2020
4245,Sucumbíos,230503,89,1,2,0.084722,-76.882778,18/09/2020
4246,Tungurahua,590600,234,0,204,-1.241667,-78.619722,18/09/2020
4247,Zamora Chinchipe,120416,45,0,1,-4.12,-78.8,18/09/2020
4248,Azuay,881394,145,2,9,-2.897414,-79.004481,19/09/2020
4249,Bolívar,209933,61,0,8,-1.605556,-79.003056,19/09/2020
4250,Carchi,186869,82,4,1,0.81218,-77.71633,19/09/2020
4251,Cañar,281396,66,0,6,-2.733333,-78.833333,19/09/2020
4252,Chimborazo,524004,290,3,64,-1.674347,-78.648294,19/09/2020
4253,Cotopaxi,488716,217,2,43,-0.933333,-78.616667,19/09/2020
4254,El Oro,715751,385,0,112,-3.266667,-79.966667,19/09/2020
4255,Esmeraldas,591083,205,0,35,1.05,-79.2,19/09/2020
4256,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,19/09/2020
4257,Guayas,4387434,1705,1,1596,-2.183333,-79.883333,19/09/2020
4258,Imbabura,476257,108,0,5,0.362678,-78.130667,19/09/2020
4259,Loja,521154,188,0,40,-3.983333,-79.2,19/09/2020
4260,Los Ríos,921763,331,0,189,-1.8,-79.533333,19/09/2020
4261,Manabí,1562079,920,3,863,-1.056181,-80.455217,19/09/2020
4262,Morona Santiago,196535,20,1,0,-2.3,-78.116667,19/09/2020
4263,Napo,133705,65,0,3,-0.989,-77.8159,19/09/2020
4264,Orellana,161338,49,1,18,-0.466667,-76.966667,19/09/2020
4265,Pastaza,114202,50,0,6,-1.066667,-78.001111,19/09/2020
4266,Pichincha,3228233,1328,15,218,-0.218611,-78.509722,19/09/2020
4267,Santa Elena,401178,361,0,273,-2.2267,-80.8583,19/09/2020
4268,Sto. Domingo Tsáchilas,511151,342,5,99,-0.254167,-79.171944,19/09/2020
4269,Sucumbíos,230503,89,0,2,0.084722,-76.882778,19/09/2020
4270,Tungurahua,590600,234,0,204,-1.241667,-78.619722,19/09/2020
4271,Zamora Chinchipe,120416,46,1,1,-4.12,-78.8,19/09/2020
4272,Azuay,881394,145,0,9,-2.897414,-79.004481,20/09/2020
4273,Bolívar,209933,61,0,8,-1.605556,-79.003056,20/09/2020
4274,Carchi,186869,82,0,1,0.81218,-77.71633,20/09/2020
4275,Cañar,281396,66,0,6,-2.733333,-78.833333,20/09/2020
4276,Chimborazo,524004,290,0,64,-1.674347,-78.648294,20/09/2020
4277,Cotopaxi,488716,217,0,43,-0.933333,-78.616667,20/09/2020
4278,El Oro,715751,385,0,112,-3.266667,-79.966667,20/09/2020
4279,Esmeraldas,591083,205,0,35,1.05,-79.2,20/09/2020
4280,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,20/09/2020
4281,Guayas,4387434,1705,0,1596,-2.183333,-79.883333,20/09/2020
4282,Imbabura,476257,108,0,5,0.362678,-78.130667,20/09/2020
4283,Loja,521154,188,0,40,-3.983333,-79.2,20/09/2020
4284,Los Ríos,921763,331,0,189,-1.8,-79.533333,20/09/2020
4285,Manabí,1562079,920,0,863,-1.056181,-80.455217,20/09/2020
4286,Morona Santiago,196535,20,0,0,-2.3,-78.116667,20/09/2020
4287,Napo,133705,67,2,3,-0.989,-77.8159,20/09/2020
4288,Orellana,161338,49,0,18,-0.466667,-76.966667,20/09/2020
4289,Pastaza,114202,50,0,6,-1.066667,-78.001111,20/09/2020
4290,Pichincha,3228233,1328,0,218,-0.218611,-78.509722,20/09/2020
4291,Santa Elena,401178,361,0,273,-2.2267,-80.8583,20/09/2020
4292,Sto. Domingo Tsáchilas,511151,343,1,99,-0.254167,-79.171944,20/09/2020
4293,Sucumbíos,230503,89,0,2,0.084722,-76.882778,20/09/2020
4294,Tungurahua,590600,239,5,202,-1.241667,-78.619722,20/09/2020
4295,Zamora Chinchipe,120416,46,0,1,-4.12,-78.8,20/09/2020
4296,Azuay,881394,147,2,9,-2.897414,-79.004481,21/09/2020
4297,Bolívar,209933,61,0,8,-1.605556,-79.003056,21/09/2020
4298,Carchi,186869,82,0,1,0.81218,-77.71633,21/09/2020
4299,Cañar,281396,67,1,6,-2.733333,-78.833333,21/09/2020
4300,Chimborazo,524004,290,0,64,-1.674347,-78.648294,21/09/2020
4301,Cotopaxi,488716,217,0,43,-0.933333,-78.616667,21/09/2020
4302,El Oro,715751,385,0,112,-3.266667,-79.966667,21/09/2020
4303,Esmeraldas,591083,205,0,35,1.05,-79.2,21/09/2020
4304,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,21/09/2020
4305,Guayas,4387434,1705,0,1596,-2.183333,-79.883333,21/09/2020
4306,Imbabura,476257,108,0,5,0.362678,-78.130667,21/09/2020
4307,Loja,521154,188,0,40,-3.983333,-79.2,21/09/2020
4308,Los Ríos,921763,331,0,189,-1.8,-79.533333,21/09/2020
4309,Manabí,1562079,921,1,863,-1.056181,-80.455217,21/09/2020
4310,Morona Santiago,196535,20,0,0,-2.3,-78.116667,21/09/2020
4311,Napo,133705,67,0,3,-0.989,-77.8159,21/09/2020
4312,Orellana,161338,49,0,18,-0.466667,-76.966667,21/09/2020
4313,Pastaza,114202,50,0,6,-1.066667,-78.001111,21/09/2020
4314,Pichincha,3228233,1329,1,218,-0.218611,-78.509722,21/09/2020
4315,Santa Elena,401178,361,0,273,-2.2267,-80.8583,21/09/2020
4316,Sto. Domingo Tsáchilas,511151,343,0,99,-0.254167,-79.171944,21/09/2020
4317,Sucumbíos,230503,89,0,2,0.084722,-76.882778,21/09/2020
4318,Tungurahua,590600,239,0,202,-1.241667,-78.619722,21/09/2020
4319,Zamora Chinchipe,120416,46,0,1,-4.12,-78.8,21/09/2020
4320,Azuay,881394,148,1,9,-2.897414,-79.004481,22/09/2020
4321,Bolívar,209933,61,0,8,-1.605556,-79.003056,22/09/2020
4322,Carchi,186869,82,0,1,0.81218,-77.71633,22/09/2020
4323,Cañar,281396,68,1,6,-2.733333,-78.833333,22/09/2020
4324,Chimborazo,524004,291,1,64,-1.674347,-78.648294,22/09/2020
4325,Cotopaxi,488716,217,0,43,-0.933333,-78.616667,22/09/2020
4326,El Oro,715751,385,0,112,-3.266667,-79.966667,22/09/2020
4327,Esmeraldas,591083,205,0,35,1.05,-79.2,22/09/2020
4328,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,22/09/2020
4329,Guayas,4387434,1706,1,1596,-2.183333,-79.883333,22/09/2020
4330,Imbabura,476257,108,0,5,0.362678,-78.130667,22/09/2020
4331,Loja,521154,191,3,41,-3.983333,-79.2,22/09/2020
4332,Los Ríos,921763,332,1,189,-1.8,-79.533333,22/09/2020
4333,Manabí,1562079,924,3,864,-1.056181,-80.455217,22/09/2020
4334,Morona Santiago,196535,21,1,0,-2.3,-78.116667,22/09/2020
4335,Napo,133705,67,0,3,-0.989,-77.8159,22/09/2020
4336,Orellana,161338,49,0,18,-0.466667,-76.966667,22/09/2020
4337,Pastaza,114202,52,2,6,-1.066667,-78.001111,22/09/2020
4338,Pichincha,3228233,1342,13,218,-0.218611,-78.509722,22/09/2020
4339,Santa Elena,401178,361,0,273,-2.2267,-80.8583,22/09/2020
4340,Sto. Domingo Tsáchilas,511151,343,0,99,-0.254167,-79.171944,22/09/2020
4341,Sucumbíos,230503,90,1,2,0.084722,-76.882778,22/09/2020
4342,Tungurahua,590600,240,1,202,-1.241667,-78.619722,22/09/2020
4343,Zamora Chinchipe,120416,46,0,1,-4.12,-78.8,22/09/2020
4344,Azuay,881394,149,1,9,-2.897414,-79.004481,23/09/2020
4345,Bolívar,209933,62,1,7,-1.605556,-79.003056,23/09/2020
4346,Carchi,186869,83,1,1,0.81218,-77.71633,23/09/2020
4347,Cañar,281396,68,0,6,-2.733333,-78.833333,23/09/2020
4348,Chimborazo,524004,292,1,64,-1.674347,-78.648294,23/09/2020
4349,Cotopaxi,488716,218,1,43,-0.933333,-78.616667,23/09/2020
4350,El Oro,715751,389,4,112,-3.266667,-79.966667,23/09/2020
4351,Esmeraldas,591083,205,0,35,1.05,-79.2,23/09/2020
4352,Galápagos,33042,1,0,1,-0.7999999999999999,-89.4,23/09/2020
4353,Guayas,4387434,1711,5,1595,-2.183333,-79.883333,23/09/2020
