,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
1913,Pastaza,114202,7,0,0,-1.066667,-78.001111,13/06/2020
1914,Pichincha,3228233,386,9,0,-0.218611,-78.509722,13/06/2020
1915,Santa Elena,401178,297,8,0,-2.2267,-80.8583,13/06/2020
1916,Sto. Domingo Tsáchilas,511151,94,0,0,-0.254167,-79.171944,13/06/2020
1917,Sucumbíos,230503,10,2,0,0.084722,-76.882778,13/06/2020
1918,Tungurahua,590600,81,1,0,-1.241667,-78.619722,13/06/2020
1919,Zamora Chinchipe,120416,9,2,0,-4.12,-78.8,13/06/2020
1920,Azuay,881394,41,0,0,-2.897414,-79.004481,14/06/2020
1921,Bolívar,209933,31,0,0,-1.605556,-79.003056,14/06/2020
1922,Carchi,186869,13,0,0,0.81218,-77.71633,14/06/2020
1923,Cañar,281396,37,0,0,-2.733333,-78.833333,14/06/2020
1924,Chimborazo,524004,126,1,0,-1.674347,-78.648294,14/06/2020
1925,Cotopaxi,488716,68,0,0,-0.933333,-78.616667,14/06/2020
1926,El Oro,715751,221,3,0,-3.266667,-79.966667,14/06/2020
1927,Esmeraldas,591083,102,1,0,1.05,-79.2,14/06/2020
1928,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,14/06/2020
1929,Guayas,4387434,1493,2,0,-2.183333,-79.883333,14/06/2020
1930,Imbabura,476257,19,0,0,0.362678,-78.130667,14/06/2020
1931,Loja,521154,35,0,0,-3.983333,-79.2,14/06/2020
1932,Los Ríos,921763,239,0,0,-1.8,-79.533333,14/06/2020
1933,Manabí,1562079,526,0,0,-1.056181,-80.455217,14/06/2020
1934,Morona Santiago,196535,8,0,0,-2.3,-78.116667,14/06/2020
1935,Napo,133705,30,0,0,-0.989,-77.8159,14/06/2020
1936,Orellana,161338,8,1,0,-0.466667,-76.966667,14/06/2020
1937,Pastaza,114202,7,0,0,-1.066667,-78.001111,14/06/2020
1938,Pichincha,3228233,391,5,0,-0.218611,-78.509722,14/06/2020
1939,Santa Elena,401178,305,8,0,-2.2267,-80.8583,14/06/2020
1940,Sto. Domingo Tsáchilas,511151,95,1,0,-0.254167,-79.171944,14/06/2020
1941,Sucumbíos,230503,10,0,0,0.084722,-76.882778,14/06/2020
1942,Tungurahua,590600,81,0,0,-1.241667,-78.619722,14/06/2020
1943,Zamora Chinchipe,120416,9,0,0,-4.12,-78.8,14/06/2020
1944,Azuay,881394,41,0,0,-2.897414,-79.004481,15/06/2020
1945,Bolívar,209933,31,0,0,-1.605556,-79.003056,15/06/2020
1946,Carchi,186869,14,1,0,0.81218,-77.71633,15/06/2020
1947,Cañar,281396,37,0,0,-2.733333,-78.833333,15/06/2020
1948,Chimborazo,524004,126,0,0,-1.674347,-78.648294,15/06/2020
1949,Cotopaxi,488716,68,0,0,-0.933333,-78.616667,15/06/2020
1950,El Oro,715751,221,0,0,-3.266667,-79.966667,15/06/2020
1951,Esmeraldas,591083,108,6,0,1.05,-79.2,15/06/2020
1952,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,15/06/2020
1953,Guayas,4387434,1494,1,0,-2.183333,-79.883333,15/06/2020
1954,Imbabura,476257,21,2,0,0.362678,-78.130667,15/06/2020
1955,Loja,521154,36,1,0,-3.983333,-79.2,15/06/2020
1956,Los Ríos,921763,239,0,0,-1.8,-79.533333,15/06/2020
1957,Manabí,1562079,531,5,0,-1.056181,-80.455217,15/06/2020
1958,Morona Santiago,196535,8,0,0,-2.3,-78.116667,15/06/2020
1959,Napo,133705,30,0,0,-0.989,-77.8159,15/06/2020
1960,Orellana,161338,9,1,0,-0.466667,-76.966667,15/06/2020
1961,Pastaza,114202,8,1,0,-1.066667,-78.001111,15/06/2020
1962,Pichincha,3228233,395,4,0,-0.218611,-78.509722,15/06/2020
1963,Santa Elena,401178,313,8,0,-2.2267,-80.8583,15/06/2020
1964,Sto. Domingo Tsáchilas,511151,95,0,0,-0.254167,-79.171944,15/06/2020
1965,Sucumbíos,230503,12,2,0,0.084722,-76.882778,15/06/2020
1966,Tungurahua,590600,81,0,0,-1.241667,-78.619722,15/06/2020
1967,Zamora Chinchipe,120416,10,1,0,-4.12,-78.8,15/06/2020
1968,Azuay,881394,41,0,0,-2.897414,-79.004481,16/06/2020
1969,Bolívar,209933,31,0,0,-1.605556,-79.003056,16/06/2020
1970,Carchi,186869,14,0,0,0.81218,-77.71633,16/06/2020
1971,Cañar,281396,37,0,0,-2.733333,-78.833333,16/06/2020
1972,Chimborazo,524004,127,1,0,-1.674347,-78.648294,16/06/2020
1973,Cotopaxi,488716,70,2,0,-0.933333,-78.616667,16/06/2020
1974,El Oro,715751,223,2,0,-3.266667,-79.966667,16/06/2020
1975,Esmeraldas,591083,109,1,0,1.05,-79.2,16/06/2020
1976,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,16/06/2020
1977,Guayas,4387434,1499,5,0,-2.183333,-79.883333,16/06/2020
1978,Imbabura,476257,22,1,0,0.362678,-78.130667,16/06/2020
1979,Loja,521154,37,1,0,-3.983333,-79.2,16/06/2020
1980,Los Ríos,921763,239,0,0,-1.8,-79.533333,16/06/2020
1981,Manabí,1562079,533,2,0,-1.056181,-80.455217,16/06/2020
1982,Morona Santiago,196535,8,0,0,-2.3,-78.116667,16/06/2020
1983,Napo,133705,30,0,0,-0.989,-77.8159,16/06/2020
1984,Orellana,161338,9,0,0,-0.466667,-76.966667,16/06/2020
1985,Pastaza,114202,9,1,0,-1.066667,-78.001111,16/06/2020
1986,Pichincha,3228233,415,20,0,-0.218611,-78.509722,16/06/2020
1987,Santa Elena,401178,316,3,0,-2.2267,-80.8583,16/06/2020
1988,Sto. Domingo Tsáchilas,511151,95,0,0,-0.254167,-79.171944,16/06/2020
1989,Sucumbíos,230503,13,1,0,0.084722,-76.882778,16/06/2020
1990,Tungurahua,590600,81,0,0,-1.241667,-78.619722,16/06/2020
1991,Zamora Chinchipe,120416,11,1,0,-4.12,-78.8,16/06/2020
1992,Azuay,881394,44,3,0,-2.897414,-79.004481,17/06/2020
1993,Bolívar,209933,31,0,0,-1.605556,-79.003056,17/06/2020
1994,Carchi,186869,14,0,0,0.81218,-77.71633,17/06/2020
1995,Cañar,281396,37,0,0,-2.733333,-78.833333,17/06/2020
1996,Chimborazo,524004,133,6,0,-1.674347,-78.648294,17/06/2020
1997,Cotopaxi,488716,72,2,0,-0.933333,-78.616667,17/06/2020
1998,El Oro,715751,234,11,0,-3.266667,-79.966667,17/06/2020
1999,Esmeraldas,591083,109,0,0,1.05,-79.2,17/06/2020
2000,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,17/06/2020
2001,Guayas,4387434,1500,1,0,-2.183333,-79.883333,17/06/2020
2002,Imbabura,476257,25,3,0,0.362678,-78.130667,17/06/2020
2003,Loja,521154,37,0,0,-3.983333,-79.2,17/06/2020
2004,Los Ríos,921763,239,0,0,-1.8,-79.533333,17/06/2020
2005,Manabí,1562079,535,2,0,-1.056181,-80.455217,17/06/2020
2006,Morona Santiago,196535,8,0,0,-2.3,-78.116667,17/06/2020
2007,Napo,133705,30,0,0,-0.989,-77.8159,17/06/2020
2008,Orellana,161338,12,3,0,-0.466667,-76.966667,17/06/2020
2009,Pastaza,114202,9,0,0,-1.066667,-78.001111,17/06/2020
2010,Pichincha,3228233,416,1,0,-0.218611,-78.509722,17/06/2020
2011,Santa Elena,401178,316,0,0,-2.2267,-80.8583,17/06/2020
2012,Sto. Domingo Tsáchilas,511151,99,4,0,-0.254167,-79.171944,17/06/2020
2013,Sucumbíos,230503,13,0,0,0.084722,-76.882778,17/06/2020
2014,Tungurahua,590600,82,1,0,-1.241667,-78.619722,17/06/2020
2015,Zamora Chinchipe,120416,11,0,0,-4.12,-78.8,17/06/2020
2016,Azuay,881394,47,3,0,-2.897414,-79.004481,18/06/2020
2017,Bolívar,209933,31,0,0,-1.605556,-79.003056,18/06/2020
2018,Carchi,186869,14,0,0,0.81218,-77.71633,18/06/2020
2019,Cañar,281396,37,0,0,-2.733333,-78.833333,18/06/2020
2020,Chimborazo,524004,133,0,0,-1.674347,-78.648294,18/06/2020
2021,Cotopaxi,488716,83,11,0,-0.933333,-78.616667,18/06/2020
2022,El Oro,715751,239,5,0,-3.266667,-79.966667,18/06/2020
2023,Esmeraldas,591083,121,12,0,1.05,-79.2,18/06/2020
2024,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,18/06/2020
2025,Guayas,4387434,1516,16,0,-2.183333,-79.883333,18/06/2020
2026,Imbabura,476257,27,2,0,0.362678,-78.130667,18/06/2020
2027,Loja,521154,38,1,0,-3.983333,-79.2,18/06/2020
2028,Los Ríos,921763,241,2,0,-1.8,-79.533333,18/06/2020
2029,Manabí,1562079,546,11,0,-1.056181,-80.455217,18/06/2020
2030,Morona Santiago,196535,8,0,0,-2.3,-78.116667,18/06/2020
2031,Napo,133705,30,0,0,-0.989,-77.8159,18/06/2020
2032,Orellana,161338,14,2,0,-0.466667,-76.966667,18/06/2020
2033,Pastaza,114202,12,3,0,-1.066667,-78.001111,18/06/2020
2034,Pichincha,3228233,421,5,0,-0.218611,-78.509722,18/06/2020
2035,Santa Elena,401178,316,0,0,-2.2267,-80.8583,18/06/2020
2036,Sto. Domingo Tsáchilas,511151,103,4,0,-0.254167,-79.171944,18/06/2020
2037,Sucumbíos,230503,13,0,0,0.084722,-76.882778,18/06/2020
2038,Tungurahua,590600,85,3,0,-1.241667,-78.619722,18/06/2020
2039,Zamora Chinchipe,120416,11,0,0,-4.12,-78.8,18/06/2020
2040,Azuay,881394,47,0,0,-2.897414,-79.004481,19/06/2020
2041,Bolívar,209933,32,1,0,-1.605556,-79.003056,19/06/2020
2042,Carchi,186869,16,2,0,0.81218,-77.71633,19/06/2020
2043,Cañar,281396,37,0,0,-2.733333,-78.833333,19/06/2020
2044,Chimborazo,524004,139,6,0,-1.674347,-78.648294,19/06/2020
2045,Cotopaxi,488716,97,14,0,-0.933333,-78.616667,19/06/2020
2046,El Oro,715751,239,0,0,-3.266667,-79.966667,19/06/2020
2047,Esmeraldas,591083,129,8,0,1.05,-79.2,19/06/2020
2048,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,19/06/2020
2049,Guayas,4387434,1529,13,0,-2.183333,-79.883333,19/06/2020
2050,Imbabura,476257,28,1,0,0.362678,-78.130667,19/06/2020
2051,Loja,521154,38,0,0,-3.983333,-79.2,19/06/2020
2052,Los Ríos,921763,245,4,0,-1.8,-79.533333,19/06/2020
2053,Manabí,1562079,548,2,0,-1.056181,-80.455217,19/06/2020
2054,Morona Santiago,196535,8,0,0,-2.3,-78.116667,19/06/2020
2055,Napo,133705,30,0,0,-0.989,-77.8159,19/06/2020
2056,Orellana,161338,14,0,0,-0.466667,-76.966667,19/06/2020
2057,Pastaza,114202,13,1,0,-1.066667,-78.001111,19/06/2020
2058,Pichincha,3228233,430,9,0,-0.218611,-78.509722,19/06/2020
2059,Santa Elena,401178,318,2,0,-2.2267,-80.8583,19/06/2020
2060,Sto. Domingo Tsáchilas,511151,106,3,0,-0.254167,-79.171944,19/06/2020
2061,Sucumbíos,230503,14,1,0,0.084722,-76.882778,19/06/2020
2062,Tungurahua,590600,87,2,0,-1.241667,-78.619722,19/06/2020
2063,Zamora Chinchipe,120416,11,0,0,-4.12,-78.8,19/06/2020
2064,Azuay,881394,47,0,0,-2.897414,-79.004481,20/06/2020
2065,Bolívar,209933,32,0,0,-1.605556,-79.003056,20/06/2020
2066,Carchi,186869,16,0,0,0.81218,-77.71633,20/06/2020
2067,Cañar,281396,37,0,0,-2.733333,-78.833333,20/06/2020
2068,Chimborazo,524004,139,0,0,-1.674347,-78.648294,20/06/2020
2069,Cotopaxi,488716,101,4,0,-0.933333,-78.616667,20/06/2020
2070,El Oro,715751,240,1,0,-3.266667,-79.966667,20/06/2020
2071,Esmeraldas,591083,129,0,0,1.05,-79.2,20/06/2020
2072,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,20/06/2020
2073,Guayas,4387434,1542,13,0,-2.183333,-79.883333,20/06/2020
2074,Imbabura,476257,28,0,0,0.362678,-78.130667,20/06/2020
2075,Loja,521154,38,0,0,-3.983333,-79.2,20/06/2020
2076,Los Ríos,921763,246,1,0,-1.8,-79.533333,20/06/2020
2077,Manabí,1562079,560,12,0,-1.056181,-80.455217,20/06/2020
2078,Morona Santiago,196535,9,1,0,-2.3,-78.116667,20/06/2020
2079,Napo,133705,30,0,0,-0.989,-77.8159,20/06/2020
2080,Orellana,161338,15,1,0,-0.466667,-76.966667,20/06/2020
2081,Pastaza,114202,13,0,0,-1.066667,-78.001111,20/06/2020
2082,Pichincha,3228233,436,6,0,-0.218611,-78.509722,20/06/2020
2083,Santa Elena,401178,318,0,0,-2.2267,-80.8583,20/06/2020
2084,Sto. Domingo Tsáchilas,511151,108,2,0,-0.254167,-79.171944,20/06/2020
2085,Sucumbíos,230503,14,0,0,0.084722,-76.882778,20/06/2020
2086,Tungurahua,590600,87,0,0,-1.241667,-78.619722,20/06/2020
2087,Zamora Chinchipe,120416,13,2,0,-4.12,-78.8,20/06/2020
2088,Azuay,881394,47,0,0,-2.897414,-79.004481,21/06/2020
2089,Bolívar,209933,32,0,0,-1.605556,-79.003056,21/06/2020
2090,Carchi,186869,16,0,0,0.81218,-77.71633,21/06/2020
2091,Cañar,281396,37,0,0,-2.733333,-78.833333,21/06/2020
2092,Chimborazo,524004,140,1,0,-1.674347,-78.648294,21/06/2020
2093,Cotopaxi,488716,103,2,0,-0.933333,-78.616667,21/06/2020
2094,El Oro,715751,240,0,0,-3.266667,-79.966667,21/06/2020
2095,Esmeraldas,591083,129,0,0,1.05,-79.2,21/06/2020
2096,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,21/06/2020
2097,Guayas,4387434,1542,0,0,-2.183333,-79.883333,21/06/2020
2098,Imbabura,476257,29,1,0,0.362678,-78.130667,21/06/2020
2099,Loja,521154,38,0,0,-3.983333,-79.2,21/06/2020
2100,Los Ríos,921763,251,5,0,-1.8,-79.533333,21/06/2020
2101,Manabí,1562079,560,0,0,-1.056181,-80.455217,21/06/2020
2102,Morona Santiago,196535,9,0,0,-2.3,-78.116667,21/06/2020
2103,Napo,133705,30,0,0,-0.989,-77.8159,21/06/2020
2104,Orellana,161338,15,0,0,-0.466667,-76.966667,21/06/2020
2105,Pastaza,114202,15,2,0,-1.066667,-78.001111,21/06/2020
2106,Pichincha,3228233,448,12,0,-0.218611,-78.509722,21/06/2020
2107,Santa Elena,401178,318,0,0,-2.2267,-80.8583,21/06/2020
2108,Sto. Domingo Tsáchilas,511151,109,1,0,-0.254167,-79.171944,21/06/2020
2109,Sucumbíos,230503,14,0,0,0.084722,-76.882778,21/06/2020
2110,Tungurahua,590600,87,0,0,-1.241667,-78.619722,21/06/2020
2111,Zamora Chinchipe,120416,13,0,0,-4.12,-78.8,21/06/2020
2112,Azuay,881394,48,1,0,-2.897414,-79.004481,22/06/2020
2113,Bolívar,209933,32,0,0,-1.605556,-79.003056,22/06/2020
2114,Carchi,186869,16,0,0,0.81218,-77.71633,22/06/2020
2115,Cañar,281396,37,0,0,-2.733333,-78.833333,22/06/2020
2116,Chimborazo,524004,141,1,0,-1.674347,-78.648294,22/06/2020
2117,Cotopaxi,488716,103,0,0,-0.933333,-78.616667,22/06/2020
2118,El Oro,715751,240,0,0,-3.266667,-79.966667,22/06/2020
2119,Esmeraldas,591083,130,1,0,1.05,-79.2,22/06/2020
2120,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,22/06/2020
2121,Guayas,4387434,1543,1,0,-2.183333,-79.883333,22/06/2020
2122,Imbabura,476257,31,2,0,0.362678,-78.130667,22/06/2020
2123,Loja,521154,38,0,0,-3.983333,-79.2,22/06/2020
2124,Los Ríos,921763,251,0,0,-1.8,-79.533333,22/06/2020
2125,Manabí,1562079,561,1,0,-1.056181,-80.455217,22/06/2020
2126,Morona Santiago,196535,9,0,0,-2.3,-78.116667,22/06/2020
2127,Napo,133705,30,0,0,-0.989,-77.8159,22/06/2020
2128,Orellana,161338,15,0,0,-0.466667,-76.966667,22/06/2020
2129,Pastaza,114202,15,0,0,-1.066667,-78.001111,22/06/2020
2130,Pichincha,3228233,455,7,0,-0.218611,-78.509722,22/06/2020
2131,Santa Elena,401178,319,1,0,-2.2267,-80.8583,22/06/2020
2132,Sto. Domingo Tsáchilas,511151,110,1,0,-0.254167,-79.171944,22/06/2020
2133,Sucumbíos,230503,16,2,0,0.084722,-76.882778,22/06/2020
2134,Tungurahua,590600,92,5,0,-1.241667,-78.619722,22/06/2020
2135,Zamora Chinchipe,120416,13,0,0,-4.12,-78.8,22/06/2020
2136,Azuay,881394,48,0,0,-2.897414,-79.004481,23/06/2020
2137,Bolívar,209933,32,0,0,-1.605556,-79.003056,23/06/2020
2138,Carchi,186869,16,0,0,0.81218,-77.71633,23/06/2020
2139,Cañar,281396,40,3,0,-2.733333,-78.833333,23/06/2020
2140,Chimborazo,524004,144,3,0,-1.674347,-78.648294,23/06/2020
2141,Cotopaxi,488716,106,3,0,-0.933333,-78.616667,23/06/2020
2142,El Oro,715751,240,0,0,-3.266667,-79.966667,23/06/2020
2143,Esmeraldas,591083,130,0,0,1.05,-79.2,23/06/2020
2144,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,23/06/2020
2145,Guayas,4387434,1545,2,0,-2.183333,-79.883333,23/06/2020
2146,Imbabura,476257,33,2,0,0.362678,-78.130667,23/06/2020
2147,Loja,521154,40,2,0,-3.983333,-79.2,23/06/2020
2148,Los Ríos,921763,251,0,0,-1.8,-79.533333,23/06/2020
2149,Manabí,1562079,570,9,0,-1.056181,-80.455217,23/06/2020
2150,Morona Santiago,196535,10,1,0,-2.3,-78.116667,23/06/2020
2151,Napo,133705,30,0,0,-0.989,-77.8159,23/06/2020
2152,Orellana,161338,15,0,0,-0.466667,-76.966667,23/06/2020
2153,Pastaza,114202,15,0,0,-1.066667,-78.001111,23/06/2020
2154,Pichincha,3228233,456,1,0,-0.218611,-78.509722,23/06/2020
2155,Santa Elena,401178,319,0,0,-2.2267,-80.8583,23/06/2020
2156,Sto. Domingo Tsáchilas,511151,111,1,0,-0.254167,-79.171944,23/06/2020
2157,Sucumbíos,230503,16,0,0,0.084722,-76.882778,23/06/2020
2158,Tungurahua,590600,93,1,0,-1.241667,-78.619722,23/06/2020
2159,Zamora Chinchipe,120416,13,0,0,-4.12,-78.8,23/06/2020
2160,Azuay,881394,48,0,0,-2.897414,-79.004481,24/06/2020
2161,Bolívar,209933,34,2,0,-1.605556,-79.003056,24/06/2020
2162,Carchi,186869,17,1,0,0.81218,-77.71633,24/06/2020
2163,Cañar,281396,40,0,0,-2.733333,-78.833333,24/06/2020
2164,Chimborazo,524004,144,0,0,-1.674347,-78.648294,24/06/2020
2165,Cotopaxi,488716,108,2,0,-0.933333,-78.616667,24/06/2020
2166,El Oro,715751,242,2,0,-3.266667,-79.966667,24/06/2020
2167,Esmeraldas,591083,136,6,0,1.05,-79.2,24/06/2020
2168,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,24/06/2020
2169,Guayas,4387434,1547,2,0,-2.183333,-79.883333,24/06/2020
2170,Imbabura,476257,33,0,0,0.362678,-78.130667,24/06/2020
2171,Loja,521154,41,1,0,-3.983333,-79.2,24/06/2020
2172,Los Ríos,921763,252,1,0,-1.8,-79.533333,24/06/2020
2173,Manabí,1562079,571,1,0,-1.056181,-80.455217,24/06/2020
2174,Morona Santiago,196535,10,0,0,-2.3,-78.116667,24/06/2020
2175,Napo,133705,30,0,0,-0.989,-77.8159,24/06/2020
2176,Orellana,161338,16,1,0,-0.466667,-76.966667,24/06/2020
2177,Pastaza,114202,16,1,0,-1.066667,-78.001111,24/06/2020
2178,Pichincha,3228233,464,8,0,-0.218611,-78.509722,24/06/2020
2179,Santa Elena,401178,322,3,0,-2.2267,-80.8583,24/06/2020
2180,Sto. Domingo Tsáchilas,511151,111,0,0,-0.254167,-79.171944,24/06/2020
2181,Sucumbíos,230503,16,0,0,0.084722,-76.882778,24/06/2020
2182,Tungurahua,590600,94,1,0,-1.241667,-78.619722,24/06/2020
2183,Zamora Chinchipe,120416,16,3,0,-4.12,-78.8,24/06/2020
2184,Azuay,881394,50,2,0,-2.897414,-79.004481,25/06/2020
2185,Bolívar,209933,34,0,0,-1.605556,-79.003056,25/06/2020
2186,Carchi,186869,17,0,0,0.81218,-77.71633,25/06/2020
2187,Cañar,281396,40,0,0,-2.733333,-78.833333,25/06/2020
2188,Chimborazo,524004,145,1,0,-1.674347,-78.648294,25/06/2020
2189,Cotopaxi,488716,111,3,0,-0.933333,-78.616667,25/06/2020
2190,El Oro,715751,243,1,0,-3.266667,-79.966667,25/06/2020
2191,Esmeraldas,591083,136,0,0,1.05,-79.2,25/06/2020
2192,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,25/06/2020
2193,Guayas,4387434,1553,6,0,-2.183333,-79.883333,25/06/2020
2194,Imbabura,476257,34,1,0,0.362678,-78.130667,25/06/2020
2195,Loja,521154,41,0,0,-3.983333,-79.2,25/06/2020
2196,Los Ríos,921763,252,0,0,-1.8,-79.533333,25/06/2020
2197,Manabí,1562079,576,5,0,-1.056181,-80.455217,25/06/2020
2198,Morona Santiago,196535,10,0,0,-2.3,-78.116667,25/06/2020
2199,Napo,133705,30,0,0,-0.989,-77.8159,25/06/2020
2200,Orellana,161338,16,0,0,-0.466667,-76.966667,25/06/2020
2201,Pastaza,114202,16,0,0,-1.066667,-78.001111,25/06/2020
2202,Pichincha,3228233,473,9,0,-0.218611,-78.509722,25/06/2020
2203,Santa Elena,401178,324,2,0,-2.2267,-80.8583,25/06/2020
2204,Sto. Domingo Tsáchilas,511151,113,2,0,-0.254167,-79.171944,25/06/2020
2205,Sucumbíos,230503,17,1,0,0.084722,-76.882778,25/06/2020
2206,Tungurahua,590600,95,1,0,-1.241667,-78.619722,25/06/2020
2207,Zamora Chinchipe,120416,16,0,0,-4.12,-78.8,25/06/2020
2208,Azuay,881394,50,0,0,-2.897414,-79.004481,26/06/2020
2209,Bolívar,209933,34,0,0,-1.605556,-79.003056,26/06/2020
2210,Carchi,186869,17,0,0,0.81218,-77.71633,26/06/2020
2211,Cañar,281396,41,1,0,-2.733333,-78.833333,26/06/2020
2212,Chimborazo,524004,151,6,0,-1.674347,-78.648294,26/06/2020
2213,Cotopaxi,488716,115,4,0,-0.933333,-78.616667,26/06/2020
2214,El Oro,715751,248,5,0,-3.266667,-79.966667,26/06/2020
2215,Esmeraldas,591083,138,2,0,1.05,-79.2,26/06/2020
2216,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,26/06/2020
2217,Guayas,4387434,1571,18,0,-2.183333,-79.883333,26/06/2020
2218,Imbabura,476257,35,1,0,0.362678,-78.130667,26/06/2020
2219,Loja,521154,44,3,0,-3.983333,-79.2,26/06/2020
2220,Los Ríos,921763,252,0,0,-1.8,-79.533333,26/06/2020
2221,Manabí,1562079,581,5,0,-1.056181,-80.455217,26/06/2020
2222,Morona Santiago,196535,10,0,0,-2.3,-78.116667,26/06/2020
2223,Napo,133705,31,1,0,-0.989,-77.8159,26/06/2020
2224,Orellana,161338,17,1,0,-0.466667,-76.966667,26/06/2020
2225,Pastaza,114202,19,3,0,-1.066667,-78.001111,26/06/2020
2226,Pichincha,3228233,482,9,0,-0.218611,-78.509722,26/06/2020
2227,Santa Elena,401178,325,1,0,-2.2267,-80.8583,26/06/2020
2228,Sto. Domingo Tsáchilas,511151,115,2,0,-0.254167,-79.171944,26/06/2020
2229,Sucumbíos,230503,17,0,0,0.084722,-76.882778,26/06/2020
2230,Tungurahua,590600,96,1,0,-1.241667,-78.619722,26/06/2020
2231,Zamora Chinchipe,120416,16,0,0,-4.12,-78.8,26/06/2020
2232,Azuay,881394,50,0,0,-2.897414,-79.004481,27/06/2020
2233,Bolívar,209933,34,0,0,-1.605556,-79.003056,27/06/2020
2234,Carchi,186869,17,0,0,0.81218,-77.71633,27/06/2020
2235,Cañar,281396,45,4,0,-2.733333,-78.833333,27/06/2020
2236,Chimborazo,524004,151,0,0,-1.674347,-78.648294,27/06/2020
2237,Cotopaxi,488716,116,1,0,-0.933333,-78.616667,27/06/2020
2238,El Oro,715751,248,0,0,-3.266667,-79.966667,27/06/2020
2239,Esmeraldas,591083,138,0,0,1.05,-79.2,27/06/2020
2240,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,27/06/2020
2241,Guayas,4387434,1575,4,0,-2.183333,-79.883333,27/06/2020
2242,Imbabura,476257,35,0,0,0.362678,-78.130667,27/06/2020
2243,Loja,521154,44,0,0,-3.983333,-79.2,27/06/2020
2244,Los Ríos,921763,252,0,0,-1.8,-79.533333,27/06/2020
2245,Manabí,1562079,581,0,0,-1.056181,-80.455217,27/06/2020
2246,Morona Santiago,196535,10,0,0,-2.3,-78.116667,27/06/2020
2247,Napo,133705,31,0,0,-0.989,-77.8159,27/06/2020
2248,Orellana,161338,18,1,0,-0.466667,-76.966667,27/06/2020
2249,Pastaza,114202,20,1,0,-1.066667,-78.001111,27/06/2020
2250,Pichincha,3228233,484,2,0,-0.218611,-78.509722,27/06/2020
2251,Santa Elena,401178,325,0,0,-2.2267,-80.8583,27/06/2020
2252,Sto. Domingo Tsáchilas,511151,115,0,0,-0.254167,-79.171944,27/06/2020
2253,Sucumbíos,230503,17,0,0,0.084722,-76.882778,27/06/2020
2254,Tungurahua,590600,101,5,0,-1.241667,-78.619722,27/06/2020
2255,Zamora Chinchipe,120416,16,0,0,-4.12,-78.8,27/06/2020
2256,Azuay,881394,50,0,0,-2.897414,-79.004481,28/06/2020
2257,Bolívar,209933,34,0,0,-1.605556,-79.003056,28/06/2020
2258,Carchi,186869,17,0,0,0.81218,-77.71633,28/06/2020
2259,Cañar,281396,45,0,0,-2.733333,-78.833333,28/06/2020
2260,Chimborazo,524004,151,0,0,-1.674347,-78.648294,28/06/2020
2261,Cotopaxi,488716,116,0,0,-0.933333,-78.616667,28/06/2020
2262,El Oro,715751,248,0,0,-3.266667,-79.966667,28/06/2020
2263,Esmeraldas,591083,138,0,0,1.05,-79.2,28/06/2020
2264,Galápagos,33042,1,0,0,-0.7999999999999999,-89.4,28/06/2020
2265,Guayas,4387434,1575,0,0,-2.183333,-79.883333,28/06/2020
2266,Imbabura,476257,36,1,0,0.362678,-78.130667,28/06/2020
2267,Loja,521154,44,0,0,-3.983333,-79.2,28/06/2020
2268,Los Ríos,921763,252,0,0,-1.8,-79.533333,28/06/2020
2269,Manabí,1562079,582,1,0,-1.056181,-80.455217,28/06/2020
2270,Morona Santiago,196535,10,0,0,-2.3,-78.116667,28/06/2020
2271,Napo,133705,31,0,0,-0.989,-77.8159,28/06/2020
2272,Orellana,161338,18,0,0,-0.466667,-76.966667,28/06/2020
2273,Pastaza,114202,21,1,0,-1.066667,-78.001111,28/06/2020
2274,Pichincha,3228233,484,0,0,-0.218611,-78.509722,28/06/2020
2275,Santa Elena,401178,325,0,0,-2.2267,-80.8583,28/06/2020
2276,Sto. Domingo Tsáchilas,511151,117,2,0,-0.254167,-79.171944,28/06/2020
2277,Sucumbíos,230503,17,0,0,0.084722,-76.882778,28/06/2020
2278,Tungurahua,590600,101,0,0,-1.241667,-78.619722,28/06/2020
2279,Zamora Chinchipe,120416,16,0,0,-4.12,-78.8,28/06/2020
2280,Azuay,881394,50,0,0,-2.897414,-79.004481,29/06/2020
2281,Bolívar,209933,34,0,0,-1.605556,-79.003056,29/06/2020
2282,Carchi,186869,17,0,0,0.81218,-77.71633,29/06/2020
2283,Cañar,281396,45,0,0,-2.733333,-78.833333,29/06/2020
2284,Chimborazo,524004,151,0,0,-1.674347,-78.648294,29/06/2020
