,provincia,poblacion,total,nuevas,lat,lng,created_at
6869,Cotopaxi,488716,12162,0,-0.933333,-78.616667,14/10/2021
6870,El Oro,715751,23775,3,-3.266667,-79.966667,14/10/2021
6871,Esmeraldas,591083,9872,0,1.05,-79.2,14/10/2021
6872,Galápagos,33042,1495,0,-0.7999999999999999,-89.4,14/10/2021
6873,Guayas,4387434,71287,41,-2.183333,-79.883333,14/10/2021
6874,Imbabura,476257,17508,8,0.362678,-78.130667,14/10/2021
6875,Loja,521154,18263,6,-3.983333,-79.2,14/10/2021
6876,Los Ríos,921763,13150,4,-1.8,-79.533333,14/10/2021
6877,Manabí,1562079,33653,6,-1.056181,-80.455217,14/10/2021
6878,Morona Santiago,196535,6854,0,-2.3,-78.116667,14/10/2021
6879,Napo,133705,4002,4,-0.989,-77.8159,14/10/2021
6880,Orellana,161338,3720,2,-0.466667,-76.966667,14/10/2021
6881,Pastaza,114202,3646,0,-1.066667,-78.001111,14/10/2021
6882,Pichincha,3228233,190513,17,-0.218611,-78.509722,14/10/2021
6883,Santa Elena,401178,4552,0,-2.2267,-80.8583,14/10/2021
6884,Sto. Domingo Tsáchilas,511151,12317,5,-0.254167,-79.171944,14/10/2021
6885,Sucumbíos,230503,6049,2,0.084722,-76.882778,14/10/2021
6886,Tungurahua,590600,15876,1,-1.241667,-78.619722,14/10/2021
6887,Zamora Chinchipe,120416,3041,6,-4.12,-78.8,14/10/2021
6888,Azuay,881394,28666,12,-2.897414,-79.004481,15/10/2021
6889,Bolívar,209933,7080,1,-1.605556,-79.003056,15/10/2021
6890,Carchi,186869,9884,3,0.81218,-77.71633,15/10/2021
6891,Cañar,281396,6599,0,-2.733333,-78.833333,15/10/2021
6892,Chimborazo,524004,9207,3,-1.674347,-78.648294,15/10/2021
6893,Cotopaxi,488716,12163,1,-0.933333,-78.616667,15/10/2021
6894,El Oro,715751,23777,2,-3.266667,-79.966667,15/10/2021
6895,Esmeraldas,591083,9873,1,1.05,-79.2,15/10/2021
6896,Galápagos,33042,1495,0,-0.7999999999999999,-89.4,15/10/2021
6897,Guayas,4387434,71306,19,-2.183333,-79.883333,15/10/2021
6898,Imbabura,476257,17525,17,0.362678,-78.130667,15/10/2021
6899,Loja,521154,18267,4,-3.983333,-79.2,15/10/2021
6900,Los Ríos,921763,13150,0,-1.8,-79.533333,15/10/2021
6901,Manabí,1562079,33659,6,-1.056181,-80.455217,15/10/2021
6902,Morona Santiago,196535,6862,8,-2.3,-78.116667,15/10/2021
6903,Napo,133705,4002,0,-0.989,-77.8159,15/10/2021
6904,Orellana,161338,3720,0,-0.466667,-76.966667,15/10/2021
6905,Pastaza,114202,3646,0,-1.066667,-78.001111,15/10/2021
6906,Pichincha,3228233,190580,67,-0.218611,-78.509722,15/10/2021
6907,Santa Elena,401178,4552,0,-2.2267,-80.8583,15/10/2021
6908,Sto. Domingo Tsáchilas,511151,12317,0,-0.254167,-79.171944,15/10/2021
6909,Sucumbíos,230503,6050,1,0.084722,-76.882778,15/10/2021
6910,Tungurahua,590600,15879,3,-1.241667,-78.619722,15/10/2021
6911,Zamora Chinchipe,120416,3043,2,-4.12,-78.8,15/10/2021
6912,Azuay,881394,28674,8,-2.897414,-79.004481,16/10/2021
6913,Bolívar,209933,7096,16,-1.605556,-79.003056,16/10/2021
6914,Carchi,186869,9897,13,0.81218,-77.71633,16/10/2021
6915,Cañar,281396,6601,2,-2.733333,-78.833333,16/10/2021
6916,Chimborazo,524004,9207,0,-1.674347,-78.648294,16/10/2021
6917,Cotopaxi,488716,12171,8,-0.933333,-78.616667,16/10/2021
6918,El Oro,715751,23784,7,-3.266667,-79.966667,16/10/2021
6919,Esmeraldas,591083,9880,7,1.05,-79.2,16/10/2021
6920,Galápagos,33042,1496,1,-0.7999999999999999,-89.4,16/10/2021
6921,Guayas,4387434,71335,29,-2.183333,-79.883333,16/10/2021
6922,Imbabura,476257,17543,18,0.362678,-78.130667,16/10/2021
6923,Loja,521154,18268,1,-3.983333,-79.2,16/10/2021
6924,Los Ríos,921763,13154,4,-1.8,-79.533333,16/10/2021
6925,Manabí,1562079,33698,39,-1.056181,-80.455217,16/10/2021
6926,Morona Santiago,196535,6864,2,-2.3,-78.116667,16/10/2021
6927,Napo,133705,4004,2,-0.989,-77.8159,16/10/2021
6928,Orellana,161338,3725,5,-0.466667,-76.966667,16/10/2021
6929,Pastaza,114202,3648,2,-1.066667,-78.001111,16/10/2021
6930,Pichincha,3228233,190656,76,-0.218611,-78.509722,16/10/2021
6931,Santa Elena,401178,4553,1,-2.2267,-80.8583,16/10/2021
6932,Sto. Domingo Tsáchilas,511151,12322,5,-0.254167,-79.171944,16/10/2021
6933,Sucumbíos,230503,6057,7,0.084722,-76.882778,16/10/2021
6934,Tungurahua,590600,15881,2,-1.241667,-78.619722,16/10/2021
6935,Zamora Chinchipe,120416,3043,0,-4.12,-78.8,16/10/2021
6936,Azuay,881394,28682,8,-2.897414,-79.004481,17/10/2021
6937,Bolívar,209933,7098,2,-1.605556,-79.003056,17/10/2021
6938,Carchi,186869,9903,6,0.81218,-77.71633,17/10/2021
6939,Cañar,281396,6604,3,-2.733333,-78.833333,17/10/2021
6940,Chimborazo,524004,9210,3,-1.674347,-78.648294,17/10/2021
6941,Cotopaxi,488716,12172,1,-0.933333,-78.616667,17/10/2021
6942,El Oro,715751,23786,2,-3.266667,-79.966667,17/10/2021
6943,Esmeraldas,591083,9880,0,1.05,-79.2,17/10/2021
6944,Galápagos,33042,1496,0,-0.7999999999999999,-89.4,17/10/2021
6945,Guayas,4387434,71337,2,-2.183333,-79.883333,17/10/2021
6946,Imbabura,476257,17548,5,0.362678,-78.130667,17/10/2021
6947,Loja,521154,18269,1,-3.983333,-79.2,17/10/2021
6948,Los Ríos,921763,13154,0,-1.8,-79.533333,17/10/2021
6949,Manabí,1562079,33702,4,-1.056181,-80.455217,17/10/2021
6950,Morona Santiago,196535,6865,1,-2.3,-78.116667,17/10/2021
6951,Napo,133705,4004,0,-0.989,-77.8159,17/10/2021
6952,Orellana,161338,3725,0,-0.466667,-76.966667,17/10/2021
6953,Pastaza,114202,3649,1,-1.066667,-78.001111,17/10/2021
6954,Pichincha,3228233,190721,65,-0.218611,-78.509722,17/10/2021
6955,Santa Elena,401178,4553,0,-2.2267,-80.8583,17/10/2021
6956,Sto. Domingo Tsáchilas,511151,12333,11,-0.254167,-79.171944,17/10/2021
6957,Sucumbíos,230503,6059,2,0.084722,-76.882778,17/10/2021
6958,Tungurahua,590600,15883,2,-1.241667,-78.619722,17/10/2021
6959,Zamora Chinchipe,120416,3043,0,-4.12,-78.8,17/10/2021
6960,Azuay,881394,28684,2,-2.897414,-79.004481,18/10/2021
6961,Bolívar,209933,7099,1,-1.605556,-79.003056,18/10/2021
6962,Carchi,186869,9903,0,0.81218,-77.71633,18/10/2021
6963,Cañar,281396,6604,0,-2.733333,-78.833333,18/10/2021
6964,Chimborazo,524004,9212,2,-1.674347,-78.648294,18/10/2021
6965,Cotopaxi,488716,12174,2,-0.933333,-78.616667,18/10/2021
6966,El Oro,715751,23791,5,-3.266667,-79.966667,18/10/2021
6967,Esmeraldas,591083,9880,0,1.05,-79.2,18/10/2021
6968,Galápagos,33042,1497,1,-0.7999999999999999,-89.4,18/10/2021
6969,Guayas,4387434,71338,1,-2.183333,-79.883333,18/10/2021
6970,Imbabura,476257,17548,0,0.362678,-78.130667,18/10/2021
6971,Loja,521154,18269,0,-3.983333,-79.2,18/10/2021
6972,Los Ríos,921763,13154,0,-1.8,-79.533333,18/10/2021
6973,Manabí,1562079,33712,10,-1.056181,-80.455217,18/10/2021
6974,Morona Santiago,196535,6865,0,-2.3,-78.116667,18/10/2021
6975,Napo,133705,4005,1,-0.989,-77.8159,18/10/2021
6976,Orellana,161338,3726,1,-0.466667,-76.966667,18/10/2021
6977,Pastaza,114202,3649,0,-1.066667,-78.001111,18/10/2021
6978,Pichincha,3228233,190747,26,-0.218611,-78.509722,18/10/2021
6979,Santa Elena,401178,4555,2,-2.2267,-80.8583,18/10/2021
6980,Sto. Domingo Tsáchilas,511151,12334,1,-0.254167,-79.171944,18/10/2021
6981,Sucumbíos,230503,6059,0,0.084722,-76.882778,18/10/2021
6982,Tungurahua,590600,15883,0,-1.241667,-78.619722,18/10/2021
6983,Zamora Chinchipe,120416,3043,0,-4.12,-78.8,18/10/2021
6984,Azuay,881394,28692,8,-2.897414,-79.004481,19/10/2021
6985,Bolívar,209933,7101,2,-1.605556,-79.003056,19/10/2021
6986,Carchi,186869,9905,2,0.81218,-77.71633,19/10/2021
6987,Cañar,281396,6605,1,-2.733333,-78.833333,19/10/2021
6988,Chimborazo,524004,9212,0,-1.674347,-78.648294,19/10/2021
6989,Cotopaxi,488716,12181,7,-0.933333,-78.616667,19/10/2021
6990,El Oro,715751,23800,9,-3.266667,-79.966667,19/10/2021
6991,Esmeraldas,591083,9881,1,1.05,-79.2,19/10/2021
6992,Galápagos,33042,1497,0,-0.7999999999999999,-89.4,19/10/2021
6993,Guayas,4387434,71371,33,-2.183333,-79.883333,19/10/2021
6994,Imbabura,476257,17553,5,0.362678,-78.130667,19/10/2021
6995,Loja,521154,18274,5,-3.983333,-79.2,19/10/2021
6996,Los Ríos,921763,13158,4,-1.8,-79.533333,19/10/2021
6997,Manabí,1562079,33735,23,-1.056181,-80.455217,19/10/2021
6998,Morona Santiago,196535,6867,2,-2.3,-78.116667,19/10/2021
6999,Napo,133705,4008,3,-0.989,-77.8159,19/10/2021
7000,Orellana,161338,3731,5,-0.466667,-76.966667,19/10/2021
7001,Pastaza,114202,3650,1,-1.066667,-78.001111,19/10/2021
7002,Pichincha,3228233,190964,217,-0.218611,-78.509722,19/10/2021
7003,Santa Elena,401178,4563,8,-2.2267,-80.8583,19/10/2021
7004,Sto. Domingo Tsáchilas,511151,12340,6,-0.254167,-79.171944,19/10/2021
7005,Sucumbíos,230503,6063,4,0.084722,-76.882778,19/10/2021
7006,Tungurahua,590600,15893,10,-1.241667,-78.619722,19/10/2021
7007,Zamora Chinchipe,120416,3043,0,-4.12,-78.8,19/10/2021
7008,Azuay,881394,28716,24,-2.897414,-79.004481,20/10/2021
7009,Bolívar,209933,7103,2,-1.605556,-79.003056,20/10/2021
7010,Carchi,186869,9907,2,0.81218,-77.71633,20/10/2021
7011,Cañar,281396,6610,5,-2.733333,-78.833333,20/10/2021
7012,Chimborazo,524004,9215,3,-1.674347,-78.648294,20/10/2021
7013,Cotopaxi,488716,12189,8,-0.933333,-78.616667,20/10/2021
7014,El Oro,715751,23808,8,-3.266667,-79.966667,20/10/2021
7015,Esmeraldas,591083,9881,0,1.05,-79.2,20/10/2021
7016,Galápagos,33042,1497,0,-0.7999999999999999,-89.4,20/10/2021
7017,Guayas,4387434,71408,37,-2.183333,-79.883333,20/10/2021
7018,Imbabura,476257,17563,10,0.362678,-78.130667,20/10/2021
7019,Loja,521154,18282,8,-3.983333,-79.2,20/10/2021
7020,Los Ríos,921763,13163,5,-1.8,-79.533333,20/10/2021
7021,Manabí,1562079,33774,39,-1.056181,-80.455217,20/10/2021
7022,Morona Santiago,196535,6874,7,-2.3,-78.116667,20/10/2021
7023,Napo,133705,4010,2,-0.989,-77.8159,20/10/2021
7024,Orellana,161338,3736,5,-0.466667,-76.966667,20/10/2021
7025,Pastaza,114202,3651,1,-1.066667,-78.001111,20/10/2021
7026,Pichincha,3228233,191346,382,-0.218611,-78.509722,20/10/2021
7027,Santa Elena,401178,4567,4,-2.2267,-80.8583,20/10/2021
7028,Sto. Domingo Tsáchilas,511151,12341,1,-0.254167,-79.171944,20/10/2021
7029,Sucumbíos,230503,6072,9,0.084722,-76.882778,20/10/2021
7030,Tungurahua,590600,15899,6,-1.241667,-78.619722,20/10/2021
7031,Zamora Chinchipe,120416,3044,1,-4.12,-78.8,20/10/2021
7032,Azuay,881394,28745,29,-2.897414,-79.004481,21/10/2021
7033,Bolívar,209933,7106,3,-1.605556,-79.003056,21/10/2021
7034,Carchi,186869,9916,9,0.81218,-77.71633,21/10/2021
7035,Cañar,281396,6611,1,-2.733333,-78.833333,21/10/2021
7036,Chimborazo,524004,9220,5,-1.674347,-78.648294,21/10/2021
7037,Cotopaxi,488716,12190,1,-0.933333,-78.616667,21/10/2021
7038,El Oro,715751,23824,16,-3.266667,-79.966667,21/10/2021
7039,Esmeraldas,591083,9882,1,1.05,-79.2,21/10/2021
7040,Galápagos,33042,1497,0,-0.7999999999999999,-89.4,21/10/2021
7041,Guayas,4387434,71434,26,-2.183333,-79.883333,21/10/2021
7042,Imbabura,476257,17575,12,0.362678,-78.130667,21/10/2021
7043,Loja,521154,18286,4,-3.983333,-79.2,21/10/2021
7044,Los Ríos,921763,13168,5,-1.8,-79.533333,21/10/2021
7045,Manabí,1562079,33786,12,-1.056181,-80.455217,21/10/2021
7046,Morona Santiago,196535,6876,2,-2.3,-78.116667,21/10/2021
7047,Napo,133705,4013,3,-0.989,-77.8159,21/10/2021
7048,Orellana,161338,3739,3,-0.466667,-76.966667,21/10/2021
7049,Pastaza,114202,3653,2,-1.066667,-78.001111,21/10/2021
7050,Pichincha,3228233,191578,232,-0.218611,-78.509722,21/10/2021
7051,Santa Elena,401178,4567,0,-2.2267,-80.8583,21/10/2021
7052,Sto. Domingo Tsáchilas,511151,12346,5,-0.254167,-79.171944,21/10/2021
7053,Sucumbíos,230503,6073,1,0.084722,-76.882778,21/10/2021
7054,Tungurahua,590600,15913,14,-1.241667,-78.619722,21/10/2021
7055,Zamora Chinchipe,120416,3044,0,-4.12,-78.8,21/10/2021
7056,Azuay,881394,28751,6,-2.897414,-79.004481,22/10/2021
7057,Bolívar,209933,7106,0,-1.605556,-79.003056,22/10/2021
7058,Carchi,186869,9921,5,0.81218,-77.71633,22/10/2021
7059,Cañar,281396,6613,2,-2.733333,-78.833333,22/10/2021
7060,Chimborazo,524004,9224,4,-1.674347,-78.648294,22/10/2021
7061,Cotopaxi,488716,12195,5,-0.933333,-78.616667,22/10/2021
7062,El Oro,715751,23832,8,-3.266667,-79.966667,22/10/2021
7063,Esmeraldas,591083,9884,2,1.05,-79.2,22/10/2021
7064,Galápagos,33042,1498,1,-0.7999999999999999,-89.4,22/10/2021
7065,Guayas,4387434,71461,27,-2.183333,-79.883333,22/10/2021
7066,Imbabura,476257,17590,15,0.362678,-78.130667,22/10/2021
7067,Loja,521154,18286,0,-3.983333,-79.2,22/10/2021
7068,Los Ríos,921763,13172,4,-1.8,-79.533333,22/10/2021
7069,Manabí,1562079,33814,28,-1.056181,-80.455217,22/10/2021
7070,Morona Santiago,196535,6882,6,-2.3,-78.116667,22/10/2021
7071,Napo,133705,4025,12,-0.989,-77.8159,22/10/2021
7072,Orellana,161338,3746,7,-0.466667,-76.966667,22/10/2021
7073,Pastaza,114202,3654,1,-1.066667,-78.001111,22/10/2021
7074,Pichincha,3228233,191696,118,-0.218611,-78.509722,22/10/2021
7075,Santa Elena,401178,4568,1,-2.2267,-80.8583,22/10/2021
7076,Sto. Domingo Tsáchilas,511151,12347,1,-0.254167,-79.171944,22/10/2021
7077,Sucumbíos,230503,6080,7,0.084722,-76.882778,22/10/2021
7078,Tungurahua,590600,15922,9,-1.241667,-78.619722,22/10/2021
7079,Zamora Chinchipe,120416,3044,0,-4.12,-78.8,22/10/2021
7080,Azuay,881394,28810,59,-2.897414,-79.004481,23/10/2021
7081,Bolívar,209933,7108,2,-1.605556,-79.003056,23/10/2021
7082,Carchi,186869,9921,0,0.81218,-77.71633,23/10/2021
7083,Cañar,281396,6614,1,-2.733333,-78.833333,23/10/2021
7084,Chimborazo,524004,9228,4,-1.674347,-78.648294,23/10/2021
7085,Cotopaxi,488716,12199,4,-0.933333,-78.616667,23/10/2021
7086,El Oro,715751,23850,18,-3.266667,-79.966667,23/10/2021
7087,Esmeraldas,591083,9884,0,1.05,-79.2,23/10/2021
7088,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,23/10/2021
7089,Guayas,4387434,71481,20,-2.183333,-79.883333,23/10/2021
7090,Imbabura,476257,17595,5,0.362678,-78.130667,23/10/2021
7091,Loja,521154,18289,3,-3.983333,-79.2,23/10/2021
7092,Los Ríos,921763,13172,0,-1.8,-79.533333,23/10/2021
7093,Manabí,1562079,33827,13,-1.056181,-80.455217,23/10/2021
7094,Morona Santiago,196535,6889,7,-2.3,-78.116667,23/10/2021
7095,Napo,133705,4028,3,-0.989,-77.8159,23/10/2021
7096,Orellana,161338,3749,3,-0.466667,-76.966667,23/10/2021
7097,Pastaza,114202,3654,0,-1.066667,-78.001111,23/10/2021
7098,Pichincha,3228233,191826,130,-0.218611,-78.509722,23/10/2021
7099,Santa Elena,401178,4569,1,-2.2267,-80.8583,23/10/2021
7100,Sto. Domingo Tsáchilas,511151,12349,2,-0.254167,-79.171944,23/10/2021
7101,Sucumbíos,230503,6083,3,0.084722,-76.882778,23/10/2021
7102,Tungurahua,590600,15937,15,-1.241667,-78.619722,23/10/2021
7103,Zamora Chinchipe,120416,3046,2,-4.12,-78.8,23/10/2021
7104,Azuay,881394,28816,6,-2.897414,-79.004481,24/10/2021
7105,Bolívar,209933,7108,0,-1.605556,-79.003056,24/10/2021
7106,Carchi,186869,9921,0,0.81218,-77.71633,24/10/2021
7107,Cañar,281396,6616,2,-2.733333,-78.833333,24/10/2021
7108,Chimborazo,524004,9228,0,-1.674347,-78.648294,24/10/2021
7109,Cotopaxi,488716,12199,0,-0.933333,-78.616667,24/10/2021
7110,El Oro,715751,23856,6,-3.266667,-79.966667,24/10/2021
7111,Esmeraldas,591083,9884,0,1.05,-79.2,24/10/2021
7112,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,24/10/2021
7113,Guayas,4387434,71481,0,-2.183333,-79.883333,24/10/2021
7114,Imbabura,476257,17595,0,0.362678,-78.130667,24/10/2021
7115,Loja,521154,18290,1,-3.983333,-79.2,24/10/2021
7116,Los Ríos,921763,13172,0,-1.8,-79.533333,24/10/2021
7117,Manabí,1562079,33830,3,-1.056181,-80.455217,24/10/2021
7118,Morona Santiago,196535,6889,0,-2.3,-78.116667,24/10/2021
7119,Napo,133705,4028,0,-0.989,-77.8159,24/10/2021
7120,Orellana,161338,3749,0,-0.466667,-76.966667,24/10/2021
7121,Pastaza,114202,3654,0,-1.066667,-78.001111,24/10/2021
7122,Pichincha,3228233,191829,3,-0.218611,-78.509722,24/10/2021
7123,Santa Elena,401178,4569,0,-2.2267,-80.8583,24/10/2021
7124,Sto. Domingo Tsáchilas,511151,12350,1,-0.254167,-79.171944,24/10/2021
7125,Sucumbíos,230503,6083,0,0.084722,-76.882778,24/10/2021
7126,Tungurahua,590600,15939,2,-1.241667,-78.619722,24/10/2021
7127,Zamora Chinchipe,120416,3048,2,-4.12,-78.8,24/10/2021
7128,Azuay,881394,28817,1,-2.897414,-79.004481,25/10/2021
7129,Bolívar,209933,7109,1,-1.605556,-79.003056,25/10/2021
7130,Carchi,186869,9921,0,0.81218,-77.71633,25/10/2021
7131,Cañar,281396,6616,0,-2.733333,-78.833333,25/10/2021
7132,Chimborazo,524004,9231,3,-1.674347,-78.648294,25/10/2021
7133,Cotopaxi,488716,12199,0,-0.933333,-78.616667,25/10/2021
7134,El Oro,715751,23856,0,-3.266667,-79.966667,25/10/2021
7135,Esmeraldas,591083,9884,0,1.05,-79.2,25/10/2021
7136,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,25/10/2021
7137,Guayas,4387434,71487,6,-2.183333,-79.883333,25/10/2021
7138,Imbabura,476257,17595,0,0.362678,-78.130667,25/10/2021
7139,Loja,521154,18290,0,-3.983333,-79.2,25/10/2021
7140,Los Ríos,921763,13172,0,-1.8,-79.533333,25/10/2021
7141,Manabí,1562079,33831,1,-1.056181,-80.455217,25/10/2021
7142,Morona Santiago,196535,6891,2,-2.3,-78.116667,25/10/2021
7143,Napo,133705,4028,0,-0.989,-77.8159,25/10/2021
7144,Orellana,161338,3753,4,-0.466667,-76.966667,25/10/2021
7145,Pastaza,114202,3656,2,-1.066667,-78.001111,25/10/2021
7146,Pichincha,3228233,191834,5,-0.218611,-78.509722,25/10/2021
7147,Santa Elena,401178,4569,0,-2.2267,-80.8583,25/10/2021
7148,Sto. Domingo Tsáchilas,511151,12352,2,-0.254167,-79.171944,25/10/2021
7149,Sucumbíos,230503,6083,0,0.084722,-76.882778,25/10/2021
7150,Tungurahua,590600,15939,0,-1.241667,-78.619722,25/10/2021
7151,Zamora Chinchipe,120416,3048,0,-4.12,-78.8,25/10/2021
7152,Azuay,881394,28824,7,-2.897414,-79.004481,26/10/2021
7153,Bolívar,209933,7118,9,-1.605556,-79.003056,26/10/2021
7154,Carchi,186869,9923,2,0.81218,-77.71633,26/10/2021
7155,Cañar,281396,6617,1,-2.733333,-78.833333,26/10/2021
7156,Chimborazo,524004,9232,1,-1.674347,-78.648294,26/10/2021
7157,Cotopaxi,488716,12202,3,-0.933333,-78.616667,26/10/2021
7158,El Oro,715751,23864,8,-3.266667,-79.966667,26/10/2021
7159,Esmeraldas,591083,9884,0,1.05,-79.2,26/10/2021
7160,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,26/10/2021
7161,Guayas,4387434,71498,11,-2.183333,-79.883333,26/10/2021
7162,Imbabura,476257,17608,13,0.362678,-78.130667,26/10/2021
7163,Loja,521154,18297,7,-3.983333,-79.2,26/10/2021
7164,Los Ríos,921763,13175,3,-1.8,-79.533333,26/10/2021
7165,Manabí,1562079,33844,13,-1.056181,-80.455217,26/10/2021
7166,Morona Santiago,196535,6899,8,-2.3,-78.116667,26/10/2021
7167,Napo,133705,4036,8,-0.989,-77.8159,26/10/2021
7168,Orellana,161338,3763,10,-0.466667,-76.966667,26/10/2021
7169,Pastaza,114202,3657,1,-1.066667,-78.001111,26/10/2021
7170,Pichincha,3228233,191919,85,-0.218611,-78.509722,26/10/2021
7171,Santa Elena,401178,4571,2,-2.2267,-80.8583,26/10/2021
7172,Sto. Domingo Tsáchilas,511151,12353,1,-0.254167,-79.171944,26/10/2021
7173,Sucumbíos,230503,6083,0,0.084722,-76.882778,26/10/2021
7174,Tungurahua,590600,15945,6,-1.241667,-78.619722,26/10/2021
7175,Zamora Chinchipe,120416,3049,1,-4.12,-78.8,26/10/2021
7176,Azuay,881394,28854,30,-2.897414,-79.004481,27/10/2021
7177,Bolívar,209933,7127,9,-1.605556,-79.003056,27/10/2021
7178,Carchi,186869,9923,0,0.81218,-77.71633,27/10/2021
7179,Cañar,281396,6620,3,-2.733333,-78.833333,27/10/2021
7180,Chimborazo,524004,9232,0,-1.674347,-78.648294,27/10/2021
7181,Cotopaxi,488716,12203,1,-0.933333,-78.616667,27/10/2021
7182,El Oro,715751,23871,7,-3.266667,-79.966667,27/10/2021
7183,Esmeraldas,591083,9891,7,1.05,-79.2,27/10/2021
7184,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,27/10/2021
7185,Guayas,4387434,71532,34,-2.183333,-79.883333,27/10/2021
7186,Imbabura,476257,17610,2,0.362678,-78.130667,27/10/2021
7187,Loja,521154,18298,1,-3.983333,-79.2,27/10/2021
7188,Los Ríos,921763,13177,2,-1.8,-79.533333,27/10/2021
7189,Manabí,1562079,33862,18,-1.056181,-80.455217,27/10/2021
7190,Morona Santiago,196535,6902,3,-2.3,-78.116667,27/10/2021
7191,Napo,133705,4039,3,-0.989,-77.8159,27/10/2021
7192,Orellana,161338,3770,7,-0.466667,-76.966667,27/10/2021
7193,Pastaza,114202,3659,2,-1.066667,-78.001111,27/10/2021
7194,Pichincha,3228233,192065,146,-0.218611,-78.509722,27/10/2021
7195,Santa Elena,401178,4571,0,-2.2267,-80.8583,27/10/2021
7196,Sto. Domingo Tsáchilas,511151,12355,2,-0.254167,-79.171944,27/10/2021
7197,Sucumbíos,230503,6105,22,0.084722,-76.882778,27/10/2021
7198,Tungurahua,590600,15951,6,-1.241667,-78.619722,27/10/2021
7199,Zamora Chinchipe,120416,3052,3,-4.12,-78.8,27/10/2021
7200,Azuay,881394,28872,18,-2.897414,-79.004481,28/10/2021
7201,Bolívar,209933,7133,6,-1.605556,-79.003056,28/10/2021
7202,Carchi,186869,9923,0,0.81218,-77.71633,28/10/2021
7203,Cañar,281396,6627,7,-2.733333,-78.833333,28/10/2021
7204,Chimborazo,524004,9236,4,-1.674347,-78.648294,28/10/2021
7205,Cotopaxi,488716,12207,4,-0.933333,-78.616667,28/10/2021
7206,El Oro,715751,23885,14,-3.266667,-79.966667,28/10/2021
7207,Esmeraldas,591083,9891,0,1.05,-79.2,28/10/2021
7208,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,28/10/2021
7209,Guayas,4387434,71566,34,-2.183333,-79.883333,28/10/2021
7210,Imbabura,476257,17632,22,0.362678,-78.130667,28/10/2021
7211,Loja,521154,18300,2,-3.983333,-79.2,28/10/2021
7212,Los Ríos,921763,13178,1,-1.8,-79.533333,28/10/2021
7213,Manabí,1562079,33873,11,-1.056181,-80.455217,28/10/2021
7214,Morona Santiago,196535,6909,7,-2.3,-78.116667,28/10/2021
7215,Napo,133705,4057,18,-0.989,-77.8159,28/10/2021
7216,Orellana,161338,3778,8,-0.466667,-76.966667,28/10/2021
7217,Pastaza,114202,3663,4,-1.066667,-78.001111,28/10/2021
7218,Pichincha,3228233,192147,82,-0.218611,-78.509722,28/10/2021
7219,Santa Elena,401178,4572,1,-2.2267,-80.8583,28/10/2021
7220,Sto. Domingo Tsáchilas,511151,12360,5,-0.254167,-79.171944,28/10/2021
7221,Sucumbíos,230503,6109,4,0.084722,-76.882778,28/10/2021
7222,Tungurahua,590600,15961,10,-1.241667,-78.619722,28/10/2021
7223,Zamora Chinchipe,120416,3053,1,-4.12,-78.8,28/10/2021
7224,Azuay,881394,28914,42,-2.897414,-79.004481,29/10/2021
7225,Bolívar,209933,7139,6,-1.605556,-79.003056,29/10/2021
7226,Carchi,186869,9928,5,0.81218,-77.71633,29/10/2021
7227,Cañar,281396,6635,8,-2.733333,-78.833333,29/10/2021
7228,Chimborazo,524004,9238,2,-1.674347,-78.648294,29/10/2021
7229,Cotopaxi,488716,12207,0,-0.933333,-78.616667,29/10/2021
7230,El Oro,715751,23897,12,-3.266667,-79.966667,29/10/2021
7231,Esmeraldas,591083,9893,2,1.05,-79.2,29/10/2021
7232,Galápagos,33042,1498,0,-0.7999999999999999,-89.4,29/10/2021
7233,Guayas,4387434,71595,29,-2.183333,-79.883333,29/10/2021
7234,Imbabura,476257,17645,13,0.362678,-78.130667,29/10/2021
7235,Loja,521154,18307,7,-3.983333,-79.2,29/10/2021
7236,Los Ríos,921763,13184,6,-1.8,-79.533333,29/10/2021
7237,Manabí,1562079,33890,17,-1.056181,-80.455217,29/10/2021
7238,Morona Santiago,196535,6916,7,-2.3,-78.116667,29/10/2021
7239,Napo,133705,4058,1,-0.989,-77.8159,29/10/2021
7240,Orellana,161338,3792,14,-0.466667,-76.966667,29/10/2021
7241,Pastaza,114202,3670,7,-1.066667,-78.001111,29/10/2021
7242,Pichincha,3228233,192462,315,-0.218611,-78.509722,29/10/2021
7243,Santa Elena,401178,4573,1,-2.2267,-80.8583,29/10/2021
7244,Sto. Domingo Tsáchilas,511151,12361,1,-0.254167,-79.171944,29/10/2021
7245,Sucumbíos,230503,6110,1,0.084722,-76.882778,29/10/2021
7246,Tungurahua,590600,15966,5,-1.241667,-78.619722,29/10/2021
7247,Zamora Chinchipe,120416,3053,0,-4.12,-78.8,29/10/2021
7248,Azuay,881394,28934,20,-2.897414,-79.004481,30/10/2021
7249,Bolívar,209933,7161,22,-1.605556,-79.003056,30/10/2021
7250,Carchi,186869,9931,3,0.81218,-77.71633,30/10/2021
7251,Cañar,281396,6637,2,-2.733333,-78.833333,30/10/2021
